આફ્રિકા	Afrique
રાયબરેલી જિલ્લો	District de Raebareli
ત્રિપિટક	Tripitaka
ઉદયપુર જિલ્લો	District d'Udaipur
અંડ કોષ	Ovule
જટાયુ	Jatayu
ડિજિટલ માર્કેટિંગ	Marketing numérique
સૂરદાસ	Surdas
વિલુપ્પુરમ	Viluppuram
બેતવા નદી	Betwâ
જપમાળા	Mâlâ
કાજળ	Khôl
સંન્યાસ	Sannyâsa
મુરાદાબાદ જિલ્લો	District de Moradabad
આચાર્ય	Ācārya
કોટ્ટયમ જિલ્લો	Kottayam (district)
જૌનપુર જિલ્લો	District de Jaunpur
ઇન્સાસ	INSAS (fusil et mitrailleuse)
એર્નાકુલમ જિલ્લો	District d'Ernakulam
હનુમાનગઢ જિલ્લો	District de Hanumangarh
કોલ્લમ જિલ્લો	Kollam (district)
મહારાજગંજ જિલ્લો	District de Maharajganj
સુલ્તાનપુર જિલ્લો	District de Sultanpur
એસ્સાર ગ્રુપ	Essar
માંકેવી વયંસેવ	Agnes Monica
વયનાડ જિલ્લો	Wayanad (district)
ખાદી	Khādī
એલચો	Amomum subulatum
યુ.કે. પોસ્ટકોડ્સ	Codes postaux britanniques
ભારતીય ઇસ્પાત પ્રાધિકરણ લિમિટેડ	Steel Authority of India
ભારતીય ઓલિમ્પિક સંઘ	Indian Olympic Association
એલન બોર્ડર	Allan Border
ઉસ્તાદ વિલાયતખાં	Vilayat Khan
માણી માધવ ચાક્યાર	Mani Madhava Cakyar
લાલા લાજપતરાય	Lala Lajpat Rai
ગિરિશ કાસરવલ્લી	Girish Kasaravalli
સુઝલોન	Suzlon Energy
દુર્યોધન	Duryodhana
ગાંધી આશ્રમ	Ashram de Sabarmati
શ્રેણી:ચીન	Catégorie:Chine
મધર ઇન્ડિયા	Mother India
શ્રેણી:જાપાન	Catégorie:Japon
શ્રેણી:ઓસ્ટ્રેલિયા	Catégorie:Australie
શ્રેણી:ભારત	Catégorie:Inde
ફિલ્મફેર સર્વોત્તમ અભિનેતા પુરસ્કાર	Filmfare Award du meilleur acteur
રેડક્લિફ રેખા	Ligne Radcliffe
કરૌલી જિલ્લો	District de Karauli
ગંગાનગર જિલ્લો	District de Sri Ganganagar
કાસરગોડ જિલ્લો	District de Kasaragod
જેસલમેર જિલ્લો	District de Jaisalmer
સિકર જિલ્લો	District de Sikar
મત્સ્યેન્દ્રનાથ	Matsyendranath
યાજ્ઞવલ્કય	Yājñavalkya
સાંગલી જિલ્લો	District de Sangli
વૈશ્વિક ઉષ્ણતાની અસરો	Enjeux du réchauffement climatique
રાયચૂર જિલ્લો	District de Raichur
ઝીંગા ઉછેર	Élevage de crevettes
જોધપુર જિલ્લો	District de Jodhpur
રામેશ્વરમ	Rameswaram
ક્ષત્રિય	Kshatriya
ઓરસ	Oros
રાષ્ટ્રીય ધોરી માર્ગ નં. ૮	Route nationale 8 (Inde)
રોહતક	Rohtak
શ્રેણી:નેધરલેંડ	Catégorie:Pays-Bas
શ્રેણી:પાકિસ્તાન	Catégorie:Pakistan
શ્રેણી:પક્ષી	Catégorie:Oiseau
શ્રેણી:વનસ્પતિ	Catégorie:Plante
શ્રેણી:ભૌતિકવિજ્ઞાન	Catégorie:Physique
શ્રેણી:જીવવિજ્ઞાન	Catégorie:Biologie
શ્રેણી:રસાયણવિજ્ઞાન	Catégorie:Chimie
શ્રેણી:ભૂગોળ	Catégorie:Géographie
શ્રેણી:વિજ્ઞાન	Catégorie:Sciences
આપત્તિ સજ્જતા	Plan d'urgence
જળ શુદ્ધિકરણ	Traitement primaire de l'eau
ઝાલાવાડ જિલ્લો	District de Jhalawar
ઝુનઝુનુન જિલ્લો	District de Jhunjhunu
વાવ	Bâoli
પ્રતાપગઢ જિલ્લો	District de Pratapgarh (Uttar Pradesh)
પદ્મનાભસ્વામી મંદિર	Temple de Sree Padmanabhaswamy
સ્ટર્લિંગ સબ મશીનગન	L2A3
ઉત્તમ કુમાર	Uttam Kumar
અથાણાં	Pickles
હાવડા જિલ્લો	District d'Haora
બિલાસપુર જિલ્લો, હિમાચલ પ્રદેશ	District de Bilaspur (Himachal Pradesh)
ભારતીય વિશ્વવિદ્યાલય	Liste des universités indiennes
કોરોનરિ એન્જિયોગ્રાફિ	Coronarographie
મેહરાનગઢ કિલ્લો	Fort de Mehrangarh
ઉડ્ડપી જિલ્લો	District d'Udupi
રાઈતું	Raïta
રાષ્ટ્રપતિ શાસન	President's rule
રામપુર	Rampur (Uttar Pradesh)
જનક	Janaka (roi)
સવાઇ માધોપુર જિલ્લો	District de Sawai Madhopur
કશ્યપ	Kashyapa (hindouisme)
મઊ જિલ્લો	District de Mau
ઘેરંડ સંહિતા	Gheranda samhita
પલક્કડ જિલ્લો	Palakkad (district)
ગોંડલ	Gondal
સોલંકી	Solankî
કરિયાતું (વનસ્પતિ)	Andrographis paniculata
કોડાગુ જિલ્લો	District de Kodagu
ગુલાબ જાંબુ	Gulab Jamun
એન્ટાર્કટીકા	Région antarctique
તિલક	Tilak
૨૦૧૨ દિલ્હી બળાત્કાર ઘટના	Affaire du viol collectif de New Delhi
પ્રતાપગઢ જિલ્લો, રાજસ્થાન	District de Pratapgarh
કાંટાવાળી ખડ ફુત્કી	Graminicole rayée
નાચણ	Rhipidure à gorge blanche
અધરંગ	Gobemouche de Tickell
દેવચકલી	Pseudotraquet indien
કાબરી રામચકલી	Mésange nègre
ધન પ્રકાશાનુવર્તન	Héliotropisme (botanique)
હેમિસ રાષ્ટ્રીય ઉદ્યાન	Parc national de Hemis
સહરાનપુર પ્રાંત	Division de Saharanpur
હિંદુસ્તાન એમ્બેસેડર	Hindustan Ambassador
હિન્દુસ્તાન પેટ્રોલિયમ	Hindustan Petroleum
હિસ્ટરી (ટીવી ચેનલ)	History (chaîne de télévision américaine)
સત્યયુગ	Satya Yuga
નંદરબાર જિલ્લો	District de Nandurbar
વિદિશા	Vidisha
થાળી	Thali
ઇન્સેટ ઉપગ્રહ શ્રેણી	Indian National Satellite System
યુગ	Yuga
ઉસ્માનાબાદ જિલ્લો	District d'Osmanabad
નંદાદેવી રાષ્ટ્રીય ઉદ્યાન	Parc national de Nanda Devi
રુદ્રાક્ષ	Rudraksha
કૌરવ	Kaurava
સિમ્બા (ડિઝની વર્લ્ડ)	Simba (Disney)
પરમવીર ચક્ર	Param Vir Chakra
બોર	Datte
આઇટીસી લિમિટેડ	ITC Limited
કાનપુર પ્રાંત	Division de Kanpur
આઇ.આર.એસ. ઉપગ્રહ શ્રેણી	Indian Remote Sensing satellite
મુખ્ય મંત્રી	Ministre en chef
પટણા વિભાગ (પ્રમંડલ)	Division de Patna
આરોહણ માર્ગ	Voie d'escalade
અમૃતા પ્રિતમ	Amrita Pritam
હરદૌઈ	Hardoi
ગોલાઘાટ	Golaghat
હજીરા	Hazira
કાંગેર ઘાટી રાષ્ટ્રીય ઉદ્યાન	Parc national de Kanger Ghati
ઢાંચો:Dts	Modèle:Date triable
કાકરાપાર અણુ શક્તિ મથક	Centrale nucléaire de Kakrapar
ખંભાત	Cambay
અનેકાંતવાદ	Anekantavada
૨૦૦૨ ગુજરાત હિંસા	Violences au Gujarat en 2002
ગિરનાર	Girnar
બુલન્દ શહેર જિલ્લો	District de Bulandshahr
એટિયોલેશન	Étiolement
નિયમ	Niyama
લખિમપુર ખેરી જિલ્લો	District de Lakhimpur Kheri
ખેડા જિલ્લો	District de Kheda
લાડુ	Laddu
દૂરદર્શન	Doordarshan
યજ્ઞ	Yajña
મેરઠ જિલ્લો	District de Meerut
માદ્રી	Madri
રામનવમી	Rama Navami
રત્નાગિરી જિલ્લો	District de Ratnagiri
અમરાવતી જિલ્લો	District d'Amravati
પોરબંદર જિલ્લો	District de Porbandar
વર્ધા	Wardha
હરદોઇ જિલ્લો	District d'Hardoi
પૂર્વ સિક્કિમ જિલ્લો	District du Sikkim oriental
સાબરકાંઠા જિલ્લો	Sabarkantha
ગાંધીનગર જિલ્લો	District de Gandhinagar
લખનૌ જિલ્લો	District de Lucknow
મથુરા જિલ્લો	District de Mathura
અલ્હાબાદ જિલ્લો	District d'Allahabad
એટા જિલ્લો	District d'Etah
ઉત્તરકાશી જિલ્લો	District d'Uttarkashi
ગાજિયાબાદ જિલ્લો	District de Ghaziabad
મોતિહારી	Motihari
રુથ	Ruth (Bible)
ઉમાસ્વાતી	Umasvati
ગણધર	Ganadhara
તત્વાર્થ સૂત્ર	Tattvartha Sutra
મૂર્તિ	Murti
પંચમહાલ જિલ્લો	District de Panchmahal
કોંગ્રેસ	Congrès
ઉત્તર સિક્કિમ જિલ્લો	District du Sikkim septentrional
ગૌતમ બુદ્ધ નગર જિલ્લો	District de Gautam Buddha Nagar
પૂર્ણિયા વિભાગ (પ્રમંડલ)	Division de Purnia
આત્માની ઊંઘ	Mortalisme chrétien
નર્મદા જિલ્લો	District de Narmada
ભોપાલ જિલ્લો	District de Bhopal
સોલાપૂર જિલ્લો	District de Solapur
ચંદ્રપૂર જિલ્લો	District de Chandrapur
જલગાંવ જિલ્લો	District de Jalgaon
નૈનિતાલ જિલ્લો	District de Nainital
કોલ્હાપૂર જિલ્લો	District de Kolhapur
સુરત જિલ્લો	District de Surat
સહરાનપુર જિલ્લો	District de Saharanpur
પુના જિલ્લો	District de Pune
જુનાગઢ જિલ્લો	District de Junagadh
નવસારી જિલ્લો	District de Navsari
બાગપત જિલ્લો	District de Baghpat
ચમોલી જિલ્લો	District de Chamoli
બરેલી જિલ્લો	District de Bareli
ધુલિયા જિલ્લો	District de Dhule
જાંબલી શક્કરખરો	Souimanga asiatique
આણંદ	Anand (ville)
ગડચિરોલી જિલ્લો	District de Gadchiroli
યવતમાળ જિલ્લો	District d'Yavatmal
વાશીમ જિલ્લો	District de Washim
જાલના જિલ્લો	District de Jalna
દક્ષિણ સિક્કિમ જિલ્લો	District du Sikkim méridional
સરગુજા જિલ્લો	District de Surguja
ઔરૈયા જિલ્લો	District d'Auraiya
સીતાપુર જિલ્લો	District de Sitapur
બહરૈચ જિલ્લો	District de Bahraich
શાહજહાંપુર જિલ્લો	District de Shahjahanpur
મર્યાદિત ઓવરોનું ક્રિકેટ	Limited overs cricket
મહામયાનગર જિલ્લો	District d'Hathras
રાજકોટ જિલ્લો	District de Rajkot
પાટણ જિલ્લો	District de Patan
ઇટાવા જિલ્લો	District d'Etawah
મહોબા જિલ્લો	District de Mahoba
રામપુર જિલ્લો	District de Rampur
સિદ્ધાર્થનગર જિલ્લો	District de Sidhartha Nagar
ગુડગાંવ જિલ્લો	District de Gurgaon
હિસાર જિલ્લો	District d'Hisar
મૈનપુરી જિલ્લો	District de Mainpuri
સોપારી	Noix d'arec
પુરી જિલ્લો	District de Puri
જલંધર જિલ્લો	District de Jalandhar
દેવીપાટન પ્રાંત	Division de Devipatan
ઇમ્ફાલ પશ્ચિમ જિલ્લો	District d'Imphal occidental
કુશીનગર જિલ્લો	District de Kushinagar
બિન-વેધક મૈથુન	Caresse
અક્ષરધામ (દિલ્હી)	Temple Akshardham
અક્ષરધામ (ગાંધીનગર)	Temple Akshardham (Gandhinagar)
ભિવાની જિલ્લો	District de Bhiwani
અનિદ્રા	Insomnie
યમુનાનગર જિલ્લો	District de Yamuna Nagar
અમરોહા જિલ્લો	District d'Amroha
મંડી જિલ્લો	District de Mandi
ફાર્રુખાબાદ જિલ્લો	District de Farrukhabad
પંચકુલા જિલ્લો	District de Panchkula
મયુરભંજ જિલ્લો	District de Mayurbhanj
શિમલા જિલ્લો	District de Shimla
રાયગઢ	Raigârh
ડેલહાઉઝી	Dalhousie (Inde)
કવર્ધા	Kawardha
સામાન્ય જ્ઞાન	Culture générale
રતાળુ	Dioscorea alata
આર્વી (વર્ધા)	Arvi
જોરહટ જિલ્લો	Jorhat
ગોંડા જિલ્લો	District de Gonda
ઉન્નાવ જિલ્લો	District d'Unnao
ઝાંસી જિલ્લો	District de Jhansi
હીરાકુડ બંધ	Barrage d'Hirakud
સંત કબીર નગર જિલ્લો	District de Sant Kabir Nagar
શ્રાવસ્તી જિલ્લો	District de Shravasti
સંગરુર જિલ્લો	District de Sangrur
