Āfrika	Afrique
Kalnu klasifikācija Giro d'Italia	Grand Prix de la montagne du Tour d'Italie
Punktu klasifikācija Giro d'Italia	Classement par points du Tour d'Italie
ASIO	Audio Stream Input/Output
Blakšveidīgie	Paraneoptera
Viesīte	Viesīte
Arēna Rīga	Riga Arena
Arena 2000	Arena 2000
Arena Ugra	Arena Iougra
Magņitogorskas arēna	Arena Metallourg
Arena Zagreb	Arena Zagreb
2012. gada Giro d'Italia	Tour d'Italie 2012
Eiropas spēles	Jeux européens
Skrējiens pēc miljona	The Amazing Race (émission de télévision)
Seši tēli meklē autoru	Six personnages en quête d'auteur
Jauno braucēju klasifikācija Giro d'Italia	Classement du meilleur jeune du Tour d'Italie
Izraēlas Futbola asociācija	Fédération d'Israël de football
Sniega graudi	Neige en grains
Oma (Irtišas pieteka)	Om (rivière)
Jāšana 2008. gada Vasaras Olimpiskajās spēlēs	Équitation aux Jeux olympiques d'été de 2008
Ostšešova	Ostrzeszów
1995. gada FIFA Pasaules kauss sievietēm	Coupe du monde de football féminin 1995
The Immaculate Collection	The Immaculate Collection
Peltsamā	Põltsamaa
Slokas	Bécasse
Marvel Cinematic Universe	Univers cinématographique Marvel
Zēmana—Doplera attēlveidošana	Imagerie Zeeman-Doppler
Jimmy Eat World	Jimmy Eat World
Ares I-X	Ares I-X
Santomes un Prinsipi futbola izlase	Équipe de Sao Tomé-et-Principe de football
Postkrosings	Postcrossing
Kipras pilsētu uzskaitījums	Villes de Chypre
Bendžamins Elvins Drū	B. Alvin Drew
2008. gada ASV atklātais čempionāts tenisā — Vīriešu dubultspēles	Double messieurs de l'US Open de tennis 2008
They Live By Night	Les Amants de la nuit
1992. gada Vasaras Olimpisko spēļu medaļu tabula	Tableau des médailles des Jeux olympiques d'été de 1992
Jablonovo Pomorske	Jabłonowo Pomorskie
Alpu vārna	Crave à bec rouge
Mazovija	Mazovie
STS-130	STS-130
Jaroslavas apriņķis	Powiat de Jarosław
Skaržisko-Kamenna	Skarżysko-Kamienna
Prusice	Prusice (powiat de Trzebnica)
Jūrasūdrs	Loutre marine
Brieži	Cervus
Motivācija	Motivation
LogMeIn Hamachi	LogMeIn Hamachi
Albānijas bunkuri	Bunkers d'Albanie
Hēla (valstība)	Hel (lieu mythologique)
2010. gada NBA finālsērija	Finales NBA 2010
NBA sezonas labākais debitants	NBA Rookie of the Year
Mijiedarbojošās galaktikas	Galaxie en interaction
2001. gada Tour de France	Tour de France 2001
Troņmantnieka mošeja	Mosquée Şehzade Mehmet
Nāves triumfs	Le Triomphe de la Mort
Panamas līcis	Golfe de Panama
Vongroveca	Wągrowiec
Etixx-Quick Step	Équipe cycliste Etixx-Quick Step
1950. gada Pasaules čempionāts basketbolā	Championnat du monde de basket-ball masculin 1950
65 (skaitlis)	65 (nombre)
Sardīnijas jūra	Mer de Sardaigne
Is There Anybody Out There? The Wall Live 1980-81	Is There Anybody Out There? The Wall Live 1980-81
Martins Karija	Martin Kariya
Oto	Ottó
ING Group	Groupe ING
Tēterova	Teterow
1971. gada Eiropas čempionāts basketbolā	Championnat d'Europe de basket-ball 1971
Voldemārs Veiss	Voldemārs Veiss
Vācijas futbola izlase 2010. gada Pasaules kausa finālturnīrā	Équipe d'Allemagne de football à la Coupe du monde 2010
Krēpelīne	Kröpelin
Korporācija Masovia	Corps Masovia Königsberg (Potsdam)
Tomāšs Peperle	Tomáš Pöpperle
Legņicas apriņķis	Powiat de Legnica
Drakuleštu dinastija	Famille des Drăculea
Šenberga (Mēklenburga-Priekšpomerānija)	Schönberg (Mecklembourg)
Dzelzsdivīzija	Division de fer (corps franc)
Hokejs 2006. gada Ziemas Olimpiskajās spēlēs	Hockey sur glace aux Jeux olympiques de 2006
Baltazars fon Kampenhauzens (1772—1823)	Balthazar von Campenhausen
Aviatik B.I	Aviatik B.I
Reprise Records	Reprise Records
Manitobas ezers	Lac Manitoba
SU-76	SU-76
Cediņas kauja	Bataille de Cedynia
Laiviņcepure	Calot
Klasiskais Koipera joslas objekts	Cubewano
Argentīnas salas	Archipel Argentine
Eds Viesturs	Ed Viesturs
Eiropas Komisija pret rasismu un neiecietību	Commission européenne contre le racisme et l'intolérance
Urmass Reinsalu	Urmas Reinsalu
Era	Era (groupe)
Consumer Electronics Show	Consumer Electronics Show
Maiks Bebkoks	Mike Babcock
Mo Sizlaks	Moe Szyslak
Ēriks Ešbergs	Erik Ersberg
Argentīnas Antarktīda	Antarctique argentine
Pasaules čempionāts biatlonā	Championnats du monde de biathlon
Kongurs	Kongur
Mirnija (polārstacija)	Base antarctique Mirny
Turcijas konstitūcija	Constitution turque de 1982
Serbijas Karpati	Carpates serbes
Pēdējā Pangeja	Pangée ultime
TIROS-1	TIROS-1
Mazovijas kņazi	Liste des ducs de Mazovie
Širnakas ils	Şırnak (province)
Aleksandrs Gvaņini	Alessandro Guagnini
Kapteinis Cubasa	Captain Tsubasa
Kotingu dzimta	Cotingidae
Maijāra reakcija	Réaction de Maillard
Ārmstrongs	Armstrong
Miņska Mazovecka	Mińsk Mazowiecki
Grand Theft Auto Advance	Grand Theft Auto Advance
Mitsubishi Heavy Industries	Mitsubishi Heavy Industries
Bržezova pie Svitavas	Březová nad Svitavou
Ausainās pūces	Asio (genre)
Negaraku	Negaraku
Falcon 1	Falcon 1
Ohotska	Okhotsk
Glenns Hols	Glenn Hall
Osmusāre	Osmussaar
Rombiskā singonija	Système réticulaire orthorhombique
Sidra nama likumi (filma)	L'Œuvre de Dieu, la part du Diable (film)
Bruņuautomobilis	Automitrailleuse
Indijas tornis	India Tower
Trogieleja	Vallée glaciaire
Gardeguna bruņnesis	Dasypus novemcinctus
Audi 50	Audi 50
Brazīlijas basketbola izlase	Équipe du Brésil de basket-ball
Lauku blūzs	Blues traditionnel
Orhestra	Orchestra
Baibaks	Marmota bobak
Eirāzijas kurmji	Talpa
Vergeltungswaffe	Armes V
Toruņas apriņķis	Powiat de Toruń
Sabile	Sabile
Dežņova rags	Cap Dejnev
Kino (grupa)	Kino (groupe)
Košice IV	District de Košice IV
Tapa	Tapa (Estonie)
Lada Ņiva	Lada Niva
Šēru jūra	Archipel finlandais
Adatzivjveidīgās	Syngnathiformes
Dzegužu apakšdzimta	Cuculinae
Dzimumlocekļa galviņa	Gland du pénis
Indreks Zeļinskis	Indrek Zelinski
Odžu apakšdzimta	Viperinae
Bluefish (teksta redaktors)	Bluefish
Mveru Vantipa	Lac Mweru Wantipa
Sensorās deprivācijas kamera	Caisson d'isolation sensorielle
Namcho	Lac Namtso
Parastais astoņkājis	Pieuvre commune
Singer Building	Singer Building
Trinidādas un Tobago prezidenti	Président de Trinité-et-Tobago
Dzisna	Dzisna
Mjastečko Slonske	Miasteczko Śląskie
STS-131	STS-131
Misery Business	Misery Business
Revūcas apriņķis	District de Revúca
La Gazzetta dello Sport	La Gazzetta dello Sport
Umbro	Umbro
Krievijas Konstitūcija	Constitution de la Fédération de Russie
Idžma	Ijmâ'
Puslode	Hémisphère
MicroProse	MicroProse
Twisted Metal: Head-On	Twisted Metal: Head-On
Meru	Meru
Krēsla (filmu sērija)	Twilight (série de films)
Eitanāzija dzīvniekiem	Euthanasie animale
1920. gada Vasaras Olimpisko spēļu medaļu tabula	Tableau des médailles des Jeux olympiques d'été de 1920
Maiami @@@u0026Marlins"	Marlins de Miami
Peristeri	Peristéri
IL-28	Iliouchine Il-28
Gran Turismo datorspēļu sērija	Gran Turismo (série)
Ermita matrica	Hermitien
1932. gada Vasaras Olimpisko spēļu medaļu tabula	Tableau des médailles des Jeux olympiques d'été de 1932
Visvērtīgākais spēlētājs	Meilleur joueur
Karaliskie pingvīni	Aptenodytes
1948. gada Vasaras Olimpisko spēļu medaļu tabula	Tableau des médailles des Jeux olympiques d'été de 1948
Hokejs 1994. gada Ziemas Olimpiskajās spēlēs	Hockey sur glace aux Jeux olympiques de 1994
Katastrofa Monparnasas stacijā	Accident ferroviaire de la gare Montparnasse
Bolnisi	Bolnissi
Ari Ahonens	Ari Ahonen
Eiropas Nacionālā Fronte	Front national européen
Opel Tigra	Opel Tigra
Hāgas parks	Parc Haga
1949. gada marta deportācijas	Opération Priboi
Bžozova	Brzozów (Basses-Carpates)
Kaņčuga	Kańczuga
Cešanova	Cieszanów
Pilotsērija	Pilote (télévision)
Dispepsija	Dyspepsie
Otrais Ziemeļu karš	Première guerre du Nord
Pršībora	Příbor
Janovas apriņķis	Powiat de Janów Lubelski
All Killer No Filler	All Killer, No Filler
Meteoroloģiskā redzamība	Visibilité
Penonome	Penonomé
Down in It	Down in It
Spektrs	Spectre (terminologie)
All Things Must Pass	All Things Must Pass
Ēdamās sēnes	Liste de champignons comestibles
Atlēkusī bumba	Rebond (basket-ball)
Turcijas virtuve	Cuisine turque
Ostrovecas apriņķis	Powiat d'Ostrowiec
Sola	Sól (mythologie)
London After Midnight	London After Midnight (groupe)
Jāņa vēstule	Épîtres de Jean
Rīgas Svētā Jēkaba katedrāle	Cathédrale Saint-Jacques de Riga
2005. gada Tour de France	Tour de France 2005
Critérium du Dauphiné	Critérium du Dauphiné
Ružomberokas apriņķis	District de Ružomberok
Jedliče	Jedlicze
Ivoņičzdroja	Iwonicz-Zdrój
Basketbols 2012. gada Vasaras Olimpiskajās spēlēs — Sievietes	Tournoi féminin de basket-ball aux Jeux olympiques d'été de 2012
Transilvānijas hercogiste	Principauté de Transylvanie
Boys Like Girls	Boys Like Girls
STS-128	STS-128
Dartmūras ponijs	Dartmoor (cheval)
Prāgas @@@u0026Slavia"	HC Slavia Prague
Mars-96	Mars 96
Jori Lehtere	Jori Lehterä
Malaritas rajons	Raïon de Malaryta
Malarita	Malaryta
Itālijas sieviešu basketbola izlase	Équipe d'Italie de basket-ball féminin
Starptautiskā finanšu korporācija	Société financière internationale
Lielais Lībijas ūdensvads	Grande Rivière Artificielle
1976. gada Vasaras Olimpisko spēļu medaļu tabula	Tableau des médailles des Jeux olympiques d'été de 1976
1984. gada Vasaras Olimpisko spēļu medaļu tabula	Tableau des médailles des Jeux olympiques d'été de 1984
Lielais Artēziskais baseins	Grand bassin artésien
Vēstures cienītāju klubs	Reconstitution historique
Stīvensa Tehnoloģiskais institūts	Institut de technologie Stevens
Sengrieķu literatūra	Littérature grecque antique
Srodas apriņķis (Lejassilēzija)	Powiat de Środa Śląska
Visente del Boske	Vicente del Bosque
Indonēzijas futbola izlase	Équipe d'Indonésie de football
Edgars Gauračs	Edgars Gauračs
Mūžīgā filozofija	Philosophie éternelle
Texas Lightning	Texas Lightning
Bertva	Bertoua
Bīdes deformācija	Contrainte de cisaillement
Canvas elements	Canvas (HTML)
Zilo teorija	Théorie queer
Viļņas universitāte	Université de Vilnius
Fotopalielinājums	Blow-Up
Soli pa solim	Notre belle famille
Ignalina	Ignalina
Ķelme	Kelmė
Marinebrigade Ehrhardt	Brigade Ehrhardt
Birka	Tag (métadonnée)
Raseiņi	Raseiniai
Elizabete Jarnolda	Elizabeth Yarnold
Kategoriju vadība	Category management
Endrū Vlahovs	Andrew Vlahov
Meleca	Mielec
Aloja	Aloja
1935. gada Eiropas čempionāts basketbolā	Championnat d'Europe de basket-ball 1935
1956. gada Eiropas čempionāts basketbolā sievietēm	Championnat d'Europe de basket-ball féminin 1956
1946. gada Eiropas čempionāts basketbolā	Championnat d'Europe de basket-ball 1946
Deku	Deco
Salacgrīva	Salacgrīva
Nikola Vučevičs	Nikola Vučević
Mikolova	Mikołów
Tre Cool	Tré Cool
Maldīvijas himna	Gavmii mi ekuverikan matii tibegen kuriime salaam
THRAK	THRAK
Giotto (kosmiskais aparāts)	Giotto (sonde spatiale)
Jakubs Klepišs	Jakub Klepiš
Lietuva Eirovīzijas dziesmu konkursā	Lituanie au Concours Eurovision de la chanson
Dzelkņstarzivis	Acanthopterygii
Memorands	Memorandum
Ljē	Lieue
Plakanā Zeme	Figure de la Terre dans l'Antiquité
Pasaules čempionāts peldēšanā īsajā baseinā	Championnats du monde de natation en petit bassin
Iguānveidīgie	Iguania
Hokejs 1976. gada Ziemas Olimpiskajās spēlēs	Hockey sur glace aux Jeux olympiques de 1976
Patusas lagūna	Lagoa dos Patos (Rio Grande do Sul)
Lomogrāfija	Lomographie
2009. gads sportā	2009 en sport
Lūks Robiteils	Luc Robitaille
68 (skaitlis)	68 (nombre)
Zorinska	Zorynsk
Alžīras kasba	Casbah d'Alger
Latvijas Nacionālie bruņotie spēki	Forces armées lettones
2011.—2012. gada Pasaules kauss bobslejā	Coupe du monde de bobsleigh 2011-2012
EV Zug	Eissportverein Zoug
Odzes	Vipera
Smēķēšana	Fumer
1935. gada Pasaules čempionāts hokejā	Championnat du monde de hockey sur glace 1935
1939. gada Pasaules čempionāts hokejā	Championnat du monde de hockey sur glace 1939
Budjonija zirgs	Boudienny (cheval)
1971. gada Pasaules čempionāts hokejā	Championnat du monde de hockey sur glace 1971
Eglāju samtenis	Tircis
Heksagonālā singonija	Système réticulaire hexagonal
Eiropas Aeronavigācijas drošības organizācija	Eurocontrol
Breikbīts	Breakbeat
Vokselis	Voxel
1975. gada Pasaules čempionāts hokejā	Championnat du monde de hockey sur glace 1975
Atstarotājspēja	Réflectivité
Need for Speed: ProStreet	Need for Speed: ProStreet
Kēms	Kame
Butanols	Butanol
Rūpniecības politika	Politique structurelle
Skinefekts	Effet de peau
Igors Kravčuks	Igor Kravtchouk
Disproporcionēšanās	Dismutation
Aleksandrova Ludzka	Aleksandrów Łódzki
Zarasu rajona pašvaldība	Municipalité du district de Zarasai
Červonopartizanska	Tchervonopartyzansk
Karību reģions	Caraïbes
Uherski Broda	Uherský Brod
2011. gada Turcijas Grand Prix	Grand Prix automobile de Turquie 2011
Dāvids Ebišers	David Aebischer
Dolni Kubīnas apriņķis	District de Dolný Kubín
Turcijas hokeja izlase	Équipe de Turquie de hockey sur glace
Rasmošana	Web scraping
Mitišču @@@u0026Atlant"	Atlant Mytichtchi
2011. gada Ungārijas Grand Prix	Grand Prix automobile de Hongrie 2011
Psihodēlija	Psychédélisme
Liturģiskās krāsas	Couleur liturgique
ROT13	ROT13
Peteri Nummelins	Petteri Nummelin
Aleksandrs Frolovs	Aleksandr Frolov
Nino Šurters	Nino Schurter
Jans Muršaks	Jan Muršak
Jonass Hillers	Jonas Hiller
Fendt	Fendt
Autoceļš A3 (Lietuva)	Route A3 (Lituanie)
Damiens Bruners	Damien Brunner
Cannondale Pro Cycling Team	Équipe cycliste Cannondale
Insomniatic	Insomniatic
Intertekstualitāte	Intertextualité
Dadzīšu apakšdzimta	Carduelinae
Altāra Mī	Mu Arae
Buka	Buk (Pologne)
Šveices hokeja līga B	Championnat de Suisse de hockey sur glace D2
Vindikeišena	Île Vindication
Valstu bez bruņotajiem spēkiem uzskaitījums	Liste des pays qui ne possèdent pas d'armée
Nūjošana	Marche nordique
Dievs (latviešu mitoloģija)	Ūsiņš
Renault-Elf-Gitane	Équipe cycliste Renault
1995. gada Pasaules čempionāts šosejas riteņbraukšanā	Championnats du monde de cyclisme sur route 1995
Armijas goda sarakstu sprādze	Agrafe de la liste d'honneur
Jordan	Jordan
Gitarama	Gitarama
Knišina	Knyszyn (ville)
Bitčas apriņķis	District de Bytča
Saliņas miera līgums	Traité de Salynas
Rapperswil-Jona Lakers	Rapperswil-Jona Lakers
Piuska	Calotte (paramentique)
Frenštāta pie Radhoštja	Frenštát pod Radhoštěm
Vašingtonas Nacionālā katedrāle	Cathédrale nationale de Washington
Leopolds un Lēbs	Leopold et Loeb
Pjotrs Romanovskis	Piotr Romanovski
Sāmsalas-Vīkas bīskapija	Évêché d'Ösel-Wiek
Alītas apriņķis	Apskritis d'Alytus
Druskininku pašvaldība	Municipalité de Druskininkai
Zuhresa	Zouhres
Fon Taubes	Famille von Taube
Aritmētikas pamatteorēma	Théorème fondamental de l'arithmétique
Eneco Tour	Eneco Tour
Polijas basketbola izlase	Équipe de Pologne de basket-ball
Tule	Thulé (mythologie)
Sekstiljons	Trilliard
Stamporkova	Stąporków (ville)
Opel Zafira	Opel Zafira
Zeltknābja žagata	Pirolle à bec jaune
Īzāks	Isaac
Latvijas futbola Virslīga 1996	Championnat de Lettonie de football 1996
Vīdža	Ouija
Blood Red Shoes	Blood Red Shoes
Enigma	Enigma
2Pac Live	2Pac Live
Kēnigsbergas universitāte	Université de Königsberg
Sanmigela (Salvadora)	San Miguel (Salvador)
Vejherovo	Wejherowo
Pšasniša	Przasnysz
Bilhoroda-Dņistrovska	Bilhorod-Dnistrovskyï
Ejīpas rajons	Eyüp
Bangveulu	Lac Bangwelo
Trejdaivu sunītis	Bidens tripartita
EUROSAI	Organisation des institutions supérieures de contrôle des finances publiques de l'Europe
SwissCube	SwissCube-1
Veļki Krtīša	Veľký Krtíš
Mākslas sacensības Olimpiskajās spēlēs	Compétitions artistiques aux Jeux olympiques
Sultanbejli rajons	Sultanbeyli
2014. gada FIFA Pasaules kausa kvalifikācija — CONMEBOL zona	Éliminatoires de la Coupe du monde de football 2014 : zone Amérique du Sud
Santos	Santos (homonymie)
NBA simboliskā izlase	All-NBA Team
1. armijas korpuss (Vācija)	1er corps d'armée (Allemagne)
Hamburgas Svētā Miķeļa baznīca	Église Saint-Michel de Hambourg
Sabiedriskās izvēles teorija	Théorie des choix publics
Inversās trigonometriskās funkcijas	Arc sinus
Enriko Leta	Enrico Letta
Baltijas Līga futbolā	Ligue balte de football
Opel Signum	Opel Signum
Lausanne HC	Lausanne Hockey Club
Smaļaviču rajons	Raïon de Smaliavitchy
Henrijs VII Tjudors	Henri VII (roi d'Angleterre)
Moody's Corporation	Moody's
Dokumentu kamera	Visualiseur
Robs Skaderi	Rob Scuderi
Jevgeņijs Svešņikovs	Evgueny Svechnikov
Arlona	Arlon
Gāršas samteņi	Lopinga
Drū Berimora	Drew Barrymore
Valstu uzskaitījums pēc krasta līnijas garuma	Liste des pays par longueur de côtes
Vaginīts	Vaginite
Maču Pikču	Machu Picchu
Vipassanas meditācija	Vipassanā
Asīzes Francisks	François d'Assise
Things Falling Apart	Things Falling Apart
Lessing	Lessing
Vanguard 1	Vanguard 1
Itālijas futbola izlase	Équipe d'Italie de football
Lūši	Lynx
1936. gada Pasaules čempionāts šosejas riteņbraukšanā	Championnats du monde de cyclisme sur route 1936
B-koks	Arbre B
Šilales rajona pašvaldība	Municipalité du district de Šilalė
Pēterītis un vilks	Pierre et le Loup
Teorens Flerī	Theoren Fleury
Landsbergas cietums	Prison de Landsberg
Austrumu vilks	Loup de l'Est
European Border Breakers Award	European Border Breakers Award
Coda (albums)	Coda (album)
Harta balva	Trophée Hart
Gluholazi	Głuchołazy
Kurmju apakšdzimta	Talpinae
Mars-1	Mars 1
2010. gada Pasaules čempionāts basketbolā sievietēm	Championnat du monde de basket-ball féminin 2010
Audi Quattro	Audi Quattro
Čaplineka	Czaplinek
Augstais Tauerns	Hohe Tauern
Pšemislas apriņķis	Powiat de Przemyśl
1964. gada Vasaras Olimpisko spēļu medaļu tabula	Tableau des médailles des Jeux olympiques d'été de 1964
Mosley Music Group	Mosley Music Group
Kozmina Velkopolska	Koźmin Wielkopolski
Viesabonēšana	Roaming
Martins Pliss	Martin Plüss
2012. gada Dakaras rallijs	Rallye Dakar 2012
Ievainojuma nozīme	Insigne des blessés (Allemagne)
Koroneišena	Île du Couronnement
Elčes dāma	Dame d'Elche
Year Zero	Year Zero
Žaks Lemērs	Jacques Lemaire (hockey sur glace)
1980. gada NHL drafts	Repêchage d'entrée dans la LNH 1980
Ņešava	Nieszawa
Īstenības izteiksme	Indicatif (grammaire)
Grijēra ezers	Lac de la Gruyère
Zviedru Pomerānija	Poméranie suédoise
Triboluminiscence	Triboluminescence
Fēbe Bafeja	Phoebe Buffay
Smilšgliemeņu dzimta	Myidae
Trek Factory Racing	Équipe cycliste Trek Factory Racing
Mozambikas himna	Pátria Amada
Monktonas @@@u0026Wildcats"	Wildcats de Moncton
Teksasas @@@u0026Stars"	Stars du Texas
Maji-Ndombes ezers	Lac Mai-Ndombe
Vizuālā programmēšana	Langage graphique
Komandanteferrasa	Base antarctique Comandante Ferraz
Milzu īssejas lācis	Arctodus simus
SunStroke Project	SunStroke Project
Darjenas līcis	Golfe de Darién
Čempionu hokeja līga	Ligue des champions de hockey sur glace (2008-2009)
Bārs @@@u0026Coyote Ugly"	Coyote Girls
Klasiskais cūku mēris	Peste porcine
Pontijas ozols	Quercus pontica
2003. gada Eiropas čempionāts basketbolā sievietēm	Championnat d'Europe de basket-ball féminin 2003
Haokahs	Haokah
Armēnijas hokeja izlase	Équipe d'Arménie de hockey sur glace
Pasaules čempionāts basketbolā sievietēm	Championnat du monde de basket-ball féminin
ES Veselības aizsardzības portāls	Portail Santé-UE
2011. gada Pasaules čempionāts šosejas riteņbraukšanā	Championnats du monde de cyclisme sur route 2011
Meier	Meier
Zosāda	Chair de poule
4 Minutes	4 Minutes (chanson)
Santjago de Veragvasa	Santiago de Veraguas
Putnu vērošana	Observation ornithologique
Jūrascūciņu dzimta	Caviidae
Slovākijas Futbola asociācija	Fédération slovaque de football
2009. gada Eiropas čempionāts basketbolā sievietēm	Championnat d'Europe de basket-ball féminin 2009
Gajānas prezidenti	Liste des présidents du Guyana
