Aphrika	Afrique
Katiguriya:Uma kamayuq (Italya)	Catégorie:Président du Conseil italien
Plantilla:Leyenda	Modèle:Légende
Katiguriya:Qillqaq (Hukllachasqa Qhapaq Suyu)	Catégorie:Écrivain britannique
Katiguriya:Uma kamayuq (Grisya)	Catégorie:Premier ministre de Grèce
Katiguriya:Uma kamayuq (Turkiya)	Catégorie:Premier ministre de Turquie
Katiguriya:Uma kamayuq (Ispaña)	Catégorie:Premier ministre d'Espagne
Katiguriya:Uma kamayuq (Purtugal)	Catégorie:Premier ministre du Portugal
Katiguriya:Uma kamayuq (Nurwiga)	Catégorie:Premier ministre de Norvège
Plantilla:Cite web	Modèle:Lien web
Katiguriya:Uma kamayuq (Malasya)	Catégorie:Premier ministre de Malaisie
Katiguriya:Katiguriya (Mama llaqta)	Catégorie:Catégorie par pays
Plantilla:Llaqtawillay	Modèle:Country data
Katiguriya:Kathuliku santu	Catégorie:Saint catholique
Plantilla:Wamanikuna (Arhintina)	Modèle:Palette Provinces d'Argentine
Katiguriya:Llaqta (Turkiya)	Catégorie:Ville de Turquie
Plantilla:Coor site	Modèle:Coord/URL
Katiguriya:Tayta Papa	Catégorie:Pape
Plantilla:Pp-template	Modèle:Protection
Katiguriya:Harry Potter	Catégorie:Harry Potter
Katiguriya:Suyu (Kulumbya)	Catégorie:Département de Colombie
Plantilla:Min	Modèle:Min
Katiguriya:Waysallpu yura rikch'aq ayllu	Catégorie:Rosaceae
Katiguriya:Hawa ministru	Catégorie:Ministre des Affaires étrangères ou équivalent
Katiguriya:Brasilpi runa llaqta	Catégorie:Amérindien du Brésil
Katiguriya:Llaqta (Dansuyu)	Catégorie:Ville du Danemark
Katiguriya:Allpa llamk'ay	Catégorie:Agriculture
Katiguriya:Pulitiku (Kipru)	Catégorie:Personnalité politique chypriote
Katiguriya:Umalliq (Kipru)	Catégorie:Président de Chypre
Plantilla:Suyukuna (Chili)	Modèle:Palette Régions du Chili
Ana Jara	Ana Jara
Katiguriya:Urqu	Catégorie:Montagne
Katiguriya:20 ñiqin pachakwata	Catégorie:XXe siècle
Plantilla:IPA	Modèle:Prononciation API
Katiguriya:Pulitiku	Catégorie:Personnalité politique
Katiguriya:Awya Yala	Catégorie:Amérique
Qurpachana wasi	Cottage
César Villanueva	César Villanueva
Katiguriya:Nobel Suñay Qasikaypi	Catégorie:Lauréat du prix Nobel de la paix
Katiguriya:Riqsisqa runa (mama llaqtakama)	Catégorie:Personnalité par nationalité
Katiguriya:Palistina	Catégorie:Palestine
Katiguriya:Pulitiku (Isluwinya)	Catégorie:Personnalité politique slovène
Katiguriya:Llaqta (Maruku)	Catégorie:Ville du Maroc
Katiguriya:Pulitika rakiy (Urasuyu)	Catégorie:Subdivision des Pays-Bas
Plantilla:CR	Modèle:Catégorie redirigée
Katiguriya:Ch'ulla rimay	Catégorie:Isolat linguistique
Plantilla:CPV	Modèle:Cap-Vert
Katiguriya:Suyu (Ispaña)	Catégorie:Communauté autonome d'Espagne
Katiguriya:Paqarisqa 1879	Catégorie:Naissance en 1879
Plantilla:URS	Modèle:Union soviétique
Katiguriya:Paqarisqa 1955	Catégorie:Naissance en 1955
Katiguriya:Paqarisqa 1823	Catégorie:Naissance en 1823
Katiguriya:Paqarisqa 1963	Catégorie:Naissance en 1963
Katiguriya:Wañusqa 1884	Catégorie:Décès en 1884
Katiguriya:Wañusqa 1875	Catégorie:Décès en 1875
Katiguriya:Paqarisqa 1868	Catégorie:Naissance en 1868
Katiguriya:Paqarisqa 1812	Catégorie:Naissance en 1812
Katiguriya:Paqarisqa 1817	Catégorie:Naissance en 1817
Katiguriya:Paqarisqa 1837	Catégorie:Naissance en 1837
Katiguriya:Nobel Suñay Pachaykamaypi	Catégorie:Lauréat du prix Nobel de physique
Katiguriya:Wañusqa 1863	Catégorie:Décès en 1863
Katiguriya:Paqarisqa 1829	Catégorie:Naissance en 1829
Katiguriya:Nobel Suñay Chaqllisinchipi	Catégorie:Lauréat du prix Nobel de chimie
Katiguriya:Wañusqa 1492	Catégorie:Décès en 1492
Katiguriya:Paqarisqa 1834	Catégorie:Naissance en 1834
Katiguriya:Wañusqa 1433	Catégorie:Décès en 1433
Katiguriya:Wañusqa 1457	Catégorie:Décès en 1457
Isquki	Escuque (Venezuela)
Katiguriya:19 ñiqin pachakwata	Catégorie:XIXe siècle
Katiguriya:Qillqaq	Catégorie:Écrivain
Katiguriya:Awqaq suyu	Catégorie:Armée
Katiguriya:Yachay suntur	Catégorie:Université
Plantilla:ATF	Modèle:Terres australes et antarctiques françaises
Plantilla:Unancha	Modèle:Infobox Drapeau
Katiguriya:1931	Catégorie:1931
Katiguriya:1958	Catégorie:1958
Katiguriya:1956	Catégorie:1956
Katiguriya:1944	Catégorie:1944
Katiguriya:1916	Catégorie:1916
Katiguriya:1939	Catégorie:1939
Katiguriya:1909	Catégorie:1909
Katiguriya:Piluta hayt'ay klubkuna (Italya)	Catégorie:Club italien de football
Katiguriya:Takichaq (Chiksuyu)	Catégorie:Compositeur tchèque
Plantilla:GTM	Modèle:Guatemala
Plantilla:Ruwaq:pl	Modèle:Utilisateur pl
Plantilla:GUM	Modèle:Guam
Plantilla:User nl	Modèle:Utilisateur nl
Plantilla:MYS	Modèle:Malaisie
Plantilla:PLW	Modèle:Palaos
Plantilla:TJK	Modèle:Tadjikistan
Katiguriya:Ministru (Purtugal)	Catégorie:Ministre portugais
Katiguriya:1035	Catégorie:1035
Katiguriya:Wañusqa 1221	Catégorie:Décès en 1221
Katiguriya:66	Catégorie:66
Katiguriya:85	Catégorie:85
Katiguriya:1022	Catégorie:1022
Katiguriya:61	Catégorie:61
Katiguriya:60	Catégorie:60
Katiguriya:156	Catégorie:156
Katiguriya:50	Catégorie:50
Katiguriya:Wañusqa 230	Catégorie:Décès en 230
Katiguriya:64	Catégorie:64
Wikipedia:Nospam	Wikipédia:Pages protégées à la création
Plantilla:GIB	Modèle:Gibraltar
Plantilla:Ref label	Modèle:Ref label
Plantilla:GHA	Modèle:Ghana
Plantilla:GMB	Modèle:Gambie
Plantilla:DMA	Modèle:Dominique
Plantilla:IDN	Modèle:Indonésie
Plantilla:FRO	Modèle:Îles Féroé
Plantilla:ZAF	Modèle:Afrique du Sud
Plantilla:POL	Modèle:Pologne
Plantilla:BWA	Modèle:Botswana
Plantilla:URY	Modèle:Uruguay
Plantilla:CUB	Modèle:Cuba
Plantilla:CMR	Modèle:Cameroun
Plantilla:COD	Modèle:République démocratique du Congo
Plantilla:BIH	Modèle:Bosnie-Herzégovine
Plantilla:GIN	Modèle:Guinée
Plantilla:FIN	Modèle:Finlande
Katiguriya:Llimphiy	Catégorie:Peinture
Plantilla:CAN	Modèle:Canada
Plantilla:Suyukuna (Mishiku)	Modèle:Palette États du Mexique
Plantilla:Suyukuna (Brasil)	Modèle:Palette États et régions du Brésil
Plantilla:Llump'aychay	Modèle:Purger le cache
Plantilla:DNK	Modèle:Danemark
Plantilla:FJI	Modèle:Fidji
Plantilla:Pulitika rakiy (Chunwa Runallaqta Republika)	Modèle:Palette Subdivisions de la Chine
Plantilla:SAU	Modèle:Arabie saoudite
Plantilla:CYM	Modèle:Îles Caïmans
Plantilla:BEN	Modèle:Bénin
Plantilla:SWE	Modèle:Suède
Plantilla:Infobox Región Francia	Modèle:Infobox Région de France
Plantilla:WSM	Modèle:Samoa
Plantilla:YEM	Modèle:Yémen
Plantilla:WLF	Modèle:Wallis-et-Futuna
Magallanes Yachay Suntur	Université de Magallanes
Tinaku llimphi	Indigo
Katiguriya:Witnampi antanka pampa	Catégorie:Aéroport au Viêt Nam
Katiguriya:Ruruchina	Catégorie:Entreprise
Ichigkat muja - Kuntur walla mamallaqta wari kancha	Parc national Ichigkat Muja-Cordillera del Cóndor
Katiguriya:Allpamanta yachaykuna (Alimanya)	Catégorie:Géographie de l'Allemagne
Katiguriya:Qillqaq (Mama llaqta)	Catégorie:Écrivain par nationalité
Plantilla:Image label small	Modèle:Image label small
Katiguriya:Allpamanta yachaykuna (Kanada)	Catégorie:Géographie du Canada
Katiguriya:Qhapaq (Inlatirra)	Catégorie:Monarque d'Angleterre
Katiguriya:Chakana tuktuyuq rikch'aq ayllu	Catégorie:Brassicaceae
Plantilla:Ruwaq:fr-3	Modèle:Utilisateur fr-3
Katiguriya:Urqu (Ispaña)	Catégorie:Montagne d'Espagne
Plantilla:BMU	Modèle:Bermudes
Plantilla:SCG	Modèle:Serbie-et-Monténégro
Plantilla:ABW	Modèle:Aruba
Katiguriya:Tunisya	Catégorie:Tunisie
Plantilla:ATA	Modèle:Antarctique
Plantilla:JPN	Modèle:Japon
Plantilla:Piruwpi amachasqa sallqa suyukuna	Modèle:Palette Aires protégées du Pérou
Punku p'anqa:Kulumbya	Portail:Colombie
Yanapa:Tawla	Aide:Tableau
Punku p'anqa: Buliwya	Portail:Bolivie
Katiguriya:Wañusqa 8 ñiqin pachakwatapi	Catégorie:Décès au VIIIe siècle
Plantilla:SHN	Modèle:Sainte-Hélène, Ascension et Tristan da Cunha
Plantilla:PAN	Modèle:Panama
Plantilla:SOM	Modèle:Somalie
Plantilla:VAT	Modèle:Vatican
Katiguriya:Pulitiku (China)	Catégorie:Personnalité politique chinoise
Plantilla:SWZ	Modèle:Swaziland
Plantilla:Ruwaq:lt	Modèle:Utilisateur lt
Katiguriya:Llaqta (Veneto)	Catégorie:Commune de la région Vénétie
Plantilla:PAK	Modèle:Pakistan
Plantilla:Ruwaq:nds-1	Modèle:Utilisateur nds-1
Katiguriya:Llaqta (Nihun)	Catégorie:Ville du Japon
Katiguriya:Umalliq (Indya)	Catégorie:Président de l'Inde
Katiguriya:Suyu (Unduras)	Catégorie:Département du Honduras
Katiguriya:Pulitika rakiy (Nihun)	Catégorie:Subdivision du Japon
Katiguriya:Lima llaqtapi paqarisqa	Catégorie:Personnalité liménienne
Plantilla:Suyukuna (Kulumbya)	Modèle:Palette Départements de la Colombie
Punku p'anqa: Brasil	Portail:Brésil
Katiguriya:Llamk'ana	Catégorie:Équipement
Katiguriya:Llaqta (Kastilla Liyunpas)	Catégorie:Localité de Castille-et-León
Katiguriya:Hiki p'anqa yura	Catégorie:Lycophyta
Katiguriya:Pulitika rakiy (Kuba)	Catégorie:Subdivision de Cuba
Katiguriya:Pulitika rakiy (Kamri)	Catégorie:Subdivision du pays de Galles
Plantilla:ISL	Modèle:Islande
Plantilla:Oppose	Modèle:Contre
Plantilla:Suyukuna (Nikarawa)	Modèle:Palette Départements et régions autonomes du Nicaragua
Plantilla:Suyukuna (Parawayi)	Modèle:Palette Départements du Paraguay
Punku p'anqa: Kapchiy	Portail:Peinture
Plantilla:Suyukuna (Unduras)	Modèle:Palette Départements du Honduras
Katiguriya:Suyu (Salwadur)	Catégorie:Département du Salvador
Katiguriya:Pulitika rakiy (Salwadur)	Catégorie:Subdivision du Salvador
Katiguriya:Pulitika rakiy (Nikarawa)	Catégorie:Subdivision du Nicaragua
Katiguriya:Suyu (Nikarawa)	Catégorie:Département ou région du Nicaragua
Katiguriya:Pulitika rakiy (Panama)	Catégorie:Subdivision du Panama
Katiguriya:Pulitika rakiy (Parawayi)	Catégorie:Subdivision du Paraguay
Plantilla:Pruwinsyakuna (Panama)	Modèle:Palette Provinces du Panama
Katiguriya:Pruwinsya (Panama)	Catégorie:Province du Panama
Plantilla:MUS	Modèle:Maurice
Plantilla:COL	Modèle:Colombie
Plantilla:CCK	Modèle:Îles Cocos
Plantilla:NCL	Modèle:Nouvelle-Calédonie
Plantilla:GNB	Modèle:Guinée-Bissau
Plantilla:ERI	Modèle:Érythrée
Plantilla:MRT	Modèle:Mauritanie
Plantilla:GAB	Modèle:Gabon
Plantilla:IRN	Modèle:Iran
Plantilla:MLI	Modèle:Mali
Plantilla:JOR	Modèle:Jordanie
Plantilla:IOT	Modèle:Territoire britannique de l'océan Indien
Plantilla:TKL	Modèle:Tokelau
Plantilla:SDN	Modèle:Soudan
Plantilla:NIU	Modèle:Niue
Plantilla:NPL	Modèle:Népal
Plantilla:PYF	Modèle:Polynésie française
Plantilla:NAM	Modèle:Namibie
Plantilla:MHL	Modèle:Îles Marshall
Plantilla:DSQ	Modèle:Bibleverse
Plantilla:COK	Modèle:Îles Cook
Plantilla:PRI	Modèle:Porto Rico
Plantilla:DOM	Modèle:République dominicaine
Plantilla:CAF	Modèle:République centrafricaine
Plantilla:MKD	Modèle:République de Macédoine
Plantilla:GNQ	Modèle:Guinée équatoriale
Plantilla:COM	Modèle:Comores
Plantilla:ZMB	Modèle:Zambie
Plantilla:ESH	Modèle:Sahara occidental
Plantilla:LKA	Modèle:Sri Lanka
Plantilla:VCT	Modèle:Saint-Vincent-et-les Grenadines
Plantilla:MWI	Modèle:Malawi
Plantilla:UMI	Modèle:Îles mineures éloignées des États-Unis
Plantilla:TZA	Modèle:Tanzanie
Plantilla:KAZ	Modèle:Kazakhstan
Plantilla:OMN	Modèle:Oman
Plantilla:NER	Modèle:Niger
Plantilla:COG	Modèle:République du Congo
Plantilla:SMR	Modèle:Saint-Marin
Plantilla:MTQ	Modèle:Martinique
Plantilla:PER	Modèle:Pérou
Plantilla:MOZ	Modèle:Mozambique
Plantilla:SUR	Modèle:Suriname
Plantilla:TTO	Modèle:Trinité-et-Tobago
Plantilla:GUY	Modèle:Guyana
Plantilla:ETH	Modèle:Éthiopie
Plantilla:HKG	Modèle:Hong Kong
Plantilla:NGA	Modèle:Nigeria
Plantilla:PRK	Modèle:Corée du Nord
Plantilla:FSM	Modèle:Micronésie
Plantilla:SRB	Modèle:Serbie
Plantilla:KIR	Modèle:Kiribati
Plantilla:NIC	Modèle:Nicaragua
Plantilla:KNA	Modèle:Saint-Christophe-et-Niévès
Plantilla:PNG	Modèle:Papouasie-Nouvelle-Guinée
Plantilla:LBR	Modèle:Liberia
Katiguriya:Pulitika rakiy (Unduras)	Catégorie:Subdivision du Honduras
Katiguriya:Suyu (Parawayi)	Catégorie:Département du Paraguay
Katiguriya:Pulitika rakiy (Watimala)	Catégorie:Subdivision du Guatemala
Plantilla:TKM	Modèle:Turkménistan
Plantilla:NRU	Modèle:Nauru
Plantilla:SPM	Modèle:Saint-Pierre-et-Miquelon
Katiguriya:Suyu (Uruwayi)	Catégorie:Département de l'Uruguay
Plantilla:MNP	Modèle:Îles Mariannes du Nord
Plantilla:SLB	Modèle:Salomon
Plantilla:GRL	Modèle:Groenland
Plantilla:LBY	Modèle:Libye
Plantilla:LSO	Modèle:Lesotho
Plantilla:THA	Modèle:Thaïlande
Plantilla:BFA	Modèle:Burkina Faso
Plantilla:TCD	Modèle:Tchad
Plantilla:PRY	Modèle:Paraguay
Plantilla:ECU	Modèle:Équateur
Plantilla:BTN	Modèle:Bhoutan
Plantilla:MDV	Modèle:Maldives
Plantilla:SYC	Modèle:Seychelles
Plantilla:TLS	Modèle:Timor oriental
Plantilla:LCA	Modèle:Sainte-Lucie
Plantilla:SLE	Modèle:Sierra Leone
Plantilla:VUT	Modèle:Vanuatu
Plantilla:LTU	Modèle:Lituanie
Plantilla:SGP	Modèle:Singapour
Plantilla:IND	Modèle:Inde
Plantilla:MAC	Modèle:Macao
Katiguriya:Uma kamayuq (China)	Catégorie:Premier ministre de la République populaire de Chine
Punku p'anqa: Pachaykamay	Portail:Physique
Plantilla:Suyukuna (Piruw)	Modèle:Palette Régions du Pérou
Plantilla:Pruwinsyakuna (Kustarika)	Modèle:Palette Provinces du Costa Rica
Katiguriya:Marksismu	Catégorie:Marxisme
Katiguriya:Chaqllisinchi ruruchina	Catégorie:Entreprise chimique
Plantilla:VIR	Modèle:Îles Vierges des États-Unis
Katiguriya:Wañusqa rimay	Catégorie:Langue morte
Katiguriya:North Carolina suyu	Catégorie:Caroline du Nord
Katiguriya:Llaqta (Albanya)	Catégorie:Ville d'Albanie
René Cornejo	René Cornejo
Katiguriya:Burinkin	Catégorie:Porto Rico
Katiguriya:Ruwaq:ja-N	Catégorie:Utilisateur ja-M
Katiguriya:Piluta hayt'aq (Bilhika)	Catégorie:Footballeur belge
Katiguriya:Llaqta (Hukllachasqa Amirika Suyukuna)	Catégorie:Ville des États-Unis
Katiguriya:Paqarisqa 1903	Catégorie:Naissance en 1903
Katiguriya:Paqarisqa 1925	Catégorie:Naissance en 1925
Katiguriya:Paqarisqa 1936	Catégorie:Naissance en 1936
Katiguriya:Paqarisqa 1916	Catégorie:Naissance en 1916
Katiguriya:Paqarisqa 1910	Catégorie:Naissance en 1910
Katiguriya:Paqarisqa 1939	Catégorie:Naissance en 1939
Plantilla:CHE	Modèle:Suisse
Katiguriya:Qachu yura	Catégorie:Poaceae
Katiguriya:Kurku kallpanchaq (Suwisa)	Catégorie:Sportif suisse
Katiguriya:Llaqta (Suysya)	Catégorie:Ville de Suède
P'acha chuku	Casquette
Plantilla:Sut'ichana qillqa	Modèle:Homonymie
Katiguriya:1962	Catégorie:1962
Katiguriya:Swasisuyu	Catégorie:Swaziland
Katiguriya:Pulitiku (Asarsuyu)	Catégorie:Personnalité politique azerbaïdjanaise
Katiguriya:Kañinakuna	Catégorie:Monnaie par continent
Katiguriya:Piluta hayt'ay (Ispaña)	Catégorie:Football en Espagne
Katiguriya:Hatun Qhapaq (Nihun)	Catégorie:Empereur du Japon
Katiguriya:Wañusqa 2013	Catégorie:Décès en 2013
Katiguriya:685	Catégorie:685
Katiguriya:Lista (Allpamanta yachaykuna)	Catégorie:Liste en rapport avec la géographie
Katiguriya:Paqarisqa 1938	Catégorie:Naissance en 1938
Plantilla:ATG	Modèle:Antigua-et-Barbuda
Katiguriya:674	Catégorie:674
Plantilla:ARE	Modèle:Émirats arabes unis
Plantilla:GRC	Modèle:Grèce
Plantilla:PRT	Modèle:Portugal
Plantilla:BGD	Modèle:Bangladesh
Plantilla:AIA	Modèle:Anguilla
Plantilla:BRB	Modèle:Barbade
Plantilla:ZWE	Modèle:Zimbabwe
Plantilla:BLZ	Modèle:Belize
Plantilla:ASM	Modèle:Samoa américaines
Plantilla:AUS	Modèle:Australie
Plantilla:CZE	Modèle:République tchèque
Plantilla:LVA	Modèle:Lettonie
Plantilla:AZE	Modèle:Azerbaïdjan
Plantilla:DZA	Modèle:Algérie
Katiguriya:101 kñ	Catégorie:101 av. J.-C.
Plantilla:TCH	Modèle:Tchécoslovaquie
Plantilla:FRG	Modèle:Allemagne de l'Ouest
Plantilla:NLD	Modèle:Pays-Bas
Plantilla:GBR	Modèle:Royaume-Uni
Plantilla:FLK	Modèle:Îles Malouines
Plantilla:KWT	Modèle:Koweït
Plantilla:TUV	Modèle:Tuvalu
Katiguriya:Mayu (Alimanya)	Catégorie:Cours d'eau d'Allemagne
Katiguriya:Llaqta (Hurwatsuyu)	Catégorie:Ville de Croatie
Katiguriya:1663	Catégorie:1663
Katiguriya:Khirkinchu chupa yura rikch'aq ayllu	Catégorie:Lycopodiaceae
Plantilla:VNM	Modèle:Viêt Nam
Plantilla:LIE	Modèle:Liechtenstein
Plantilla:MDA	Modèle:Moldavie
Katiguriya:Llaqta (Panama)	Catégorie:Ville du Panama
Plantilla:SEN	Modèle:Sénégal
Plantilla:NFK	Modèle:Norfolk
Plantilla:NZL	Modèle:Nouvelle-Zélande
Plantilla:GLP	Modèle:Guadeloupe
Plantilla:SGS	Modèle:Géorgie du Sud-et-les Îles Sandwich du Sud
Plantilla:KOR	Modèle:Corée du Sud
Plantilla:Ruwaq:it-2	Modèle:Utilisateur it-2
Plantilla:SVN	Modèle:Slovénie
Plantilla:LBN	Modèle:Liban
Katiguriya:Llaqta (Sardegna)	Catégorie:Commune de la région Sardaigne
Plantilla:GUF	Modèle:Guyane
Plantilla:IMN	Modèle:Île de Man
Plantilla:GGY	Modèle:Guernesey
Plantilla:FRA	Modèle:France
Plantilla:Edad	Modèle:Âge
Plantilla:JEY	Modèle:Jersey
Katiguriya:Mungulya	Catégorie:Mongolie
Katiguriya:Pulitiku (Kuba)	Catégorie:Personnalité politique cubaine
Katiguriya:1953	Catégorie:1953
Katiguriya:Tukuy runakunap qhapaq kaynin (Awya Yala)	Catégorie:Patrimoine mondial en Amérique
Katiguriya:Ministru (Alimanya)	Catégorie:Ministre allemand
Katiguriya:Uma kamayuq (Tunisya)	Catégorie:Premier ministre de la Tunisie
Katiguriya:Hawa ministru (Alimanya)	Catégorie:Ministre allemand des Affaires étrangères
Katiguriya:Llimphiq (Italya)	Catégorie:Peintre italien
Katiguriya:Kapchiy (Alimanya)	Catégorie:Art en Allemagne
Katiguriya:Takichaq (Hukllachasqa Amirika Suyukuna)	Catégorie:Compositeur américain
Katiguriya:Taripay amachaq (Suwisa)	Catégorie:Avocat suisse
Plantilla:Coor dm	Modèle:Coord
Katiguriya:Suyu (Brasil)	Catégorie:État du Brésil
Katiguriya:Paqarisqa 20 ñiqin pachakwatapi	Catégorie:Naissance au XXe siècle
Katiguriya:Paqarisqa 19 ñiqin pachakwatapi	Catégorie:Naissance au XIXe siècle
Katiguriya:Paqarisqa 18 ñiqin pachakwatapi	Catégorie:Naissance au XVIIIe siècle
Katiguriya:Paqarisqa 17 ñiqin pachakwatapi	Catégorie:Naissance au XVIIe siècle
Katiguriya:Paqarisqa 16 ñiqin pachakwatapi	Catégorie:Naissance au XVIe siècle
Katiguriya:Paqarisqa 15 ñiqin pachakwatapi	Catégorie:Naissance au XVe siècle
Katiguriya:Pulitiku (Purtugal)	Catégorie:Personnalité politique portugaise
Katiguriya:Llaqta (Ilanda)	Catégorie:Ville de la République d'Irlande
Katiguriya:Llaqta (Uruwayi)	Catégorie:Ville d'Uruguay
Katiguriya:234 kñ	Catégorie:234 av. J.-C.
Pimintil distritu	District de Pimentel
Katiguriya:Musika (Italya)	Catégorie:Musique italienne
Plantilla:Ruwaq:la-1	Modèle:Utilisateur la-1
Katiguriya:Piluta hayt'aq (Mama llaqta)	Catégorie:Footballeur par nationalité
Katiguriya:Ruwaq:hr	Catégorie:Utilisateur hr
Katiguriya:Ruwaq:sl	Catégorie:Utilisateur sl
Katiguriya:Ruwaq:eo	Catégorie:Utilisateur eo
Katiguriya:Ruwaq:fr	Catégorie:Utilisateur fr
Katiguriya:Ruwaq:ja	Catégorie:Utilisateur ja
Katiguriya:Ruwaq:la	Catégorie:Utilisateur la
Katiguriya:Ruwaq:lt	Catégorie:Utilisateur lt
Katiguriya:Ruwaq:nah	Catégorie:Utilisateur nah
Katiguriya:Ruwaq:sl-3	Catégorie:Utilisateur sl-3
Katiguriya:Ruwaq:fr-3	Catégorie:Utilisateur fr-3
Katiguriya:Ruwaq:it-3	Catégorie:Utilisateur it-3
Katiguriya:Ruwaq:nah-3	Catégorie:Utilisateur nah-3
Katiguriya:Ruwaq:fi-1	Catégorie:Utilisateur fi-1
Katiguriya:Ruwaq:fr-2	Catégorie:Utilisateur fr-2
Katiguriya:User li-N	Catégorie:Utilisateur li-M
Katiguriya:User nl-N	Catégorie:Utilisateur nl-M
Katiguriya:Umalliq (Arminya)	Catégorie:Président d'Arménie
Katiguriya:Drum'n'Bass	Catégorie:Drum and bass
Katiguriya:Llaqta (Buliwya)	Catégorie:Ville de Bolivie
Katiguriya:Amarumayu	Catégorie:Cours d'eau d'Amazonie
Plantilla:Piluta hayt'aq (Piruw mamallaqta quchu / Awya Yala Kupa 1975)	Modèle:Palette Pérou Copa América 1975
Katiguriya:Tukuy runakunap qhapaq kaynin (Chunwa)	Catégorie:Patrimoine mondial en Chine
Katiguriya:Kapchiy (Hukllachasqa Amirika Suyukuna)	Catégorie:Art aux États-Unis
Katiguriya:Qhapaq (Hurdanya)	Catégorie:Roi de Jordanie
Katiguriya:Umalliq (Witnam)	Catégorie:Président du Viêt Nam
Katiguriya:Kapchiy (Grisya)	Catégorie:Art en Grèce
Katiguriya:Kapchiq (Grisya)	Catégorie:Artiste grec
Katiguriya:Qucha (Allpa pacha)	Catégorie:Lac par continent
Katiguriya:Qillqaq (Winisuyla)	Catégorie:Écrivain vénézuélien
Katiguriya:1220	Catégorie:1220
Katiguriya:Uma kamayuq (Qatar)	Catégorie:Premier ministre du Qatar
Katiguriya:Hampikamayuq (Rusiya)	Catégorie:Médecin russe
Katiguriya:Pulitiku (Qatar)	Catégorie:Personnalité politique qatarienne
Katiguriya:Wañusqaña uywa	Catégorie:Espèce animale disparue
Katiguriya:26 ñiqin pachakwata kñ	Catégorie:XXVIe siècle av. J.-C.
Katiguriya:Umalliq (Asarsuyu)	Catégorie:Président d'Azerbaïdjan
Katiguriya:Ruwaq:ay	Catégorie:Utilisateur ay
Katiguriya:Ruwaq:ay-1	Catégorie:Utilisateur ay-1
Katiguriya:1179	Catégorie:1179
Katiguriya:1377	Catégorie:1377
Katiguriya:Ruwaq:ca	Catégorie:Utilisateur ca
Katiguriya:Ruwaq:ca-1	Catégorie:Utilisateur ca-1
Katiguriya:Ruwaq:cs	Catégorie:Utilisateur cs
Katiguriya:1132	Catégorie:1132
Katiguriya:Wat'a	Catégorie:Île
Katiguriya:Ruwaq:de	Catégorie:Utilisateur de
Katiguriya:Ruwaq:de-2	Catégorie:Utilisateur de-2
Katiguriya:Ruwaq:de-3	Catégorie:Utilisateur de-3
Katiguriya:User de-N	Catégorie:Utilisateur de-M
Katiguriya:Ruwaq:en-3	Catégorie:Utilisateur en-3
Katiguriya:Parawayipi rimay	Catégorie:Langue du Paraguay
Katiguriya:Ruwaq:eo-1	Catégorie:Utilisateur eo-1
Katiguriya:Ruwaq:eo-2	Catégorie:Utilisateur eo-2
Katiguriya:Ruwaq:es	Catégorie:Utilisateur es
Katiguriya:Ruwaq:es-1	Catégorie:Utilisateur es-1
Katiguriya:Ruwaq:es-2	Catégorie:Utilisateur es-2
Katiguriya:Ruwaq:es-3	Catégorie:Utilisateur es-3
Katiguriya:Ruwaq:fi	Catégorie:Utilisateur fi
Katiguriya:Ruwaq:fi-2	Catégorie:Utilisateur fi-2
Katiguriya:Ruwaq:fi-3	Catégorie:Utilisateur fi-3
Katiguriya:Ruwaq:fi-N	Catégorie:Utilisateur fi-M
Katiguriya:Ruwaq:hr-2	Catégorie:Utilisateur hr-2
Katiguriya:23 ñiqin pachakwata kñ	Catégorie:XXIIIe siècle av. J.-C.
Katiguriya:1452	Catégorie:1452
