אפריקע	Afrique
ענטוזיאזם	Enthousiasme
Windows PowerShell	Windows PowerShell
ארץ ישראל מוזיי	Musée Eretz Israël
געצנדינעריי	Idolâtrie
גוגעל גרופעס	Google Groupes
עקאנאמיע פון קאנאדע	Économie du Canada
קלאסיק	Humanités
קאנסיסטואר	Consistoire (catholicisme)
Windows Live	Windows Live
מאדקאן	Madcon
בריטישע מענטשן	Britanniques
צענטראל-הייצונג	Chauffage central
בייזש	Beige
ספר היובלים	Livre des Jubilés
קינן	Kénan
רמת השרון	Ramat Ha-Sharon
צוגאנדע	Cigánd
ישראל באנען	Chemins de fer israéliens
בית החיים	Cimetière juif
פאלק (פויגל)	Buse (oiseau)
די זיבן מצוות בני נח	Lois noahides
קידוש	Kiddouch
ברית מילה	Brit milah
דאקטאראט	Doctorat
קאפטער	Capuche
גד	Gad (fils de Jacob)
געשיר	Vaisselle
ליל הסדר	Séder de Pessa'h
Spanning tree protocol	Spanning Tree Protocol
קונה	Client (économie)
עוף	Galloanserae
פאלם	Palm (entreprise)
רעאלער אנאליז	Analyse réelle
קאוואטשהאז	Mezőkovácsháza
טשענגער	Csenger
ישראל יארידן און קאנווענצן צענטער	Israel Trade Fairs & Convention Center
קיניזשא	Kanjiža
קאסקאדא	Cascada
שחיטה	Shehita
דיעטע	Régime amaigrissant
סלאנים	Slonim
בנימינה	Binyamina
קייטנעס	Caithness
ברכת המזון	Birkat hamazon
לעצט וועגאס	Last Vegas
טשיינעטאון	Chinatown (Manhattan)
השגחה פרטית	Providence (religion)
עדיטאריעל	Éditorial
גרופע	Groupe social
גרופע טעאריע	Théorie des groupes
עקאנאמיע פון מעקסיקא	Économie du Mexique
די טשיקאַווע אינצידענט פון דער הונט אין דער נאַכט-צייַט	Le Bizarre Incident du chien pendant la nuit
קעמפ	Centre de vacances et de loisirs
רויז (אינפעקציע)	Cellulite (infection)
רעפוטאציע	Réputation
פײזשאאדא	Feijoada
אקערן	Labour
מאדערניזאציע	Modernisation
שלעפע באבע	Colin-maillard
פרשת בא	Bo (parasha)
באנד סטריט אונטערגרונט סטאנציע	Bond Street (métro de Londres)
על כוסייני	Famille al-Husseini
ברכה	Berakha
רעקרוטירן	Recrutement
הייפיש אטאקעס	Attaque de requin
געאגראף	Géographe
בראסלעוו	Bratslav (ville)
ש"ס פארטיי	Shass
טראנסניסטריע	Transnistrie
נעטפליקס	Netflix
עירוני קריית שמונה	Hapoël Ironi Kiryat Shmona
פרעפערענץ	Préférence
קאנטערטעראריזם	Antiterrorisme
לעבנס-מיטל כעמיע	Chimie alimentaire
רק"ע	Voix d'Israël
דינאוו	Dynów
טאמאשאוו	Tomaszów Lubelski
כנסת וואלן 2009	Élections législatives israéliennes de 2009
אלעווסק	Olevsk
קרית יואל	Kiryas Joel
ראש חודש	Roch Hodech
הילף:אינהאלט	Aide:Sommaire
ברייטאן ביטש	Brighton Beach
וואונדער פרוכט	Fruit miracle
זשומייעל	Famille Gemayel
דגל התורה	Degel HaTorah
כלב בן יפונה	Caleb (personnage)
גלעד	Galaad (Jordanie)
מיר, בעלארוס	Mir (Biélorussie)
אלדד הדני	Eldad ha-Dani
ירקון	Yarkon
פרשת ויקהל	Vayaqhel
ליסטע פון פרעמיער מיניסטארן פון קאנאדע	Liste des Premiers ministres du Canada
סיירת מטכל	Sayeret Matkal
וואלט קאר	Chevrolet Volt
ירד	Yared (Bible)
קרבן	Korban
צד"ל	Armée du Liban Sud
גיטאר וועלט	Guitar World
מסכתא	Gémara
דאקטער ספעציאליסט	Spécialités médicales
צדקה	Aumône
פוסק	Posseq
עמענטאל	Emmental
דריידל	Sevivon
שמיני עצרת	Chemini Atseret
ערשטע עליה	Première Aliyah
ווידזש	Vidzy
לארן	Larne
אוניווערסיטעט פון די אנדן (טשילע)	Université des Andes (Chili)
רבינו תם	Rabbenou Tam
בור העמילטאן דועל	Duel Hamilton-Burr
שער שכם	Porte de Damas
אבאזשור	Abat-jour
רעיסינג ביציקל	Vélo de route
אומקער געזעץ	Loi du retour
אור יהודה	Or Yehuda
פארטי קוועבעקווא	Parti québécois
מנין	Minian
יום העצמאות	Yom Haʿatzmaout
צינגאלע	Joint (drogue)
נאציאנאלע ביבליאטעק פון שוועדן	Bibliothèque royale (Suède)
גראגער	Crécelle
חולה טאל	Vallée de la Houla
ראגאטשאוו	Rahatchow
קאברין	Kobryn
טעלעפאון זשעק	Prise de téléphone
קאמעניץ (ליטא)	Kamianets
קאסעוו	Kossava
סמארגאן	Smarhon
דזשין	Gin
שלעגער	Schlager
בערזע-מעקלער	Agent de change
יידישע היסטאריע	Histoire du peuple juif
סעפטעמבער 2006	Septembre 2006
יוסף יצחק שניאורסאהן	Yossef Yitzchok Schneersohn
ה'תקע"ג	5573 (année hébraïque)
תפארת ישראל שול	Synagogue Tiferet Israel
DSCH	Motif DSCH
פרשת פינחס	Pin'has (parasha)
תנאים	Tannaïm
נערוון בראך	Crise de nerfs
פארט דזשערוויס	Port Jervis (New York)
פארמל	Formule (mathématiques)
משגיח	Mashguiah
פעטראוואסעלע	Bačko Petrovo Selo
לודמירער ראיאן	Raïon de Volodymyr-Volynskyï
יעקב פנחס פערלמוט	Jan Peerce
משה יעלון	Moshe Ya'alon
רבינו גרשום	Guershom ben Yehouda
יורי לעװיטאן	Youri Levitan
רשב"א	Salomon ben Aderet
דזשערעמיא רייט	Jeremiah Wright
פרץ מארקיש	Peretz Markish
רב האי גאון	Haï Gaon
רמח"ל	Moché Haïm Luzzatto
מיכל יהודה ליפקאוויטש	Michal Yehouda Lefkowitz
יעקב גארדין	Jacob Mikhailovich Gordin
יצחק הערצאג	Isaac Herzog (homme politique)
גער	Góra Kalwaria
אדער	Vaisseau sanguin
קאזשניץ	Kozienice
שפרעם	Shefa Amr
גוש עציון	Goush Etzion
גריבאוו	Grybów
טינעק	Teaneck
קאלבאסאוו	Kolbuszowa
כענטשין	Chęciny (ville)
פאקשיווניץ	Koprzywnica (ville)
אפאטשנא	Opoczno
קאריץ	Korets
פרעמישלאן	Peremychliany
גלינע	Hlyniany
שווארצע שאכטל	Boîte noire (aéronautique)
שאסיי 1 (ישראל)	Autoroute 1 (Israël)
קריטיק אויף וויקיפעדיע	Critiques de Wikipédia
C-SPAN	C-SPAN
ראיאנראט (ישראל)	Conseil régional (Israël)
טיסא דאראגמא	Tiszadorogma
טייבה	Tayibe
מעזשביזש	Medjybij
עין כרם	Ein Kerem
מאנאסטערישטש	Monastyryska
ווראהאוויצע	Vrahovice
CNBC	CNBC
מאה שערים	Méa Shéarim
זשעטל	Dziatlava
עיר הכרמל	Ir ha-Karmel
רודניק	Rudnik nad Sanem
מאגן	Estomac
קאנאל סטריט	Canal Street (Manhattan)
יעקב דער ליגנער	Jakob le menteur (roman)
העטראסעקסואליטעט	Hétérosexualité
איסט וויליזש	East Village
בלינק	Nictation
וועסט עדמאנטאן מאלל	West Edmonton Mall
דרום קענזינגטאן	South Kensington
דזשונדאלא	Joundallah (Iran)
ישיבה אוניווערסיטעט	Yeshiva Université
פראספעקט פארק	Prospect Park
פינאנציעלער דיסטריקט	Financial District (Manhattan)
לאנג איילענד אייז טיי	Long Island Iced Tea
טריבונע נאמען	Nom de scène
סטרונעס בריק	Pont de Cordes
פלאשינג, ניו יארק	Flushing
חיים	Haïm
חיים יוסף דוד אזולאי	Haïm Joseph David Azoulay
חיים וואלאזשינער	Haim de Volozhin
חאלאקע	Halaka
חמץ	Hametz
גירוש שפאניע	Décret de l'Alhambra
ארורא דעפארטמענט	Département d'Oruro
רבינו חננאל	Hananel ben Houshiel
טשאנסערי ליין אונטערגרונט סטאנציע	Chancery Lane (métro de Londres)
ביליאנער	Milliardaire
גאונים	Gueonim
פריקווענט פלייער פראגראם	Mile (transport aérien)
מסכת יומא	Yoma (traité)
דעלפין מעשה	L'Incroyable Histoire de Winter le dauphin
טשארלס קראוטהאמער	Charles Krauthammer
חזנות	Hazzan
טשעלסי	Chelsea (Manhattan)
שיוואס ריגעל	Chivas Regal
חברה קדישא	Hevra kaddisha
חובבי ציון	Amants de Sion
אינטערנאציאנאל	International
נירמאדע	Nyírmada
טשיסיק פארק אונטערגרונט סטאנציע	Chiswick Park (métro de Londres)
עגיפטישע באוואפנטע קרעפטן	Forces armées égyptiennes
מיליאנער	Millionnaire
גענעראל פארזאמלונג	Assemblée générale des actionnaires
חופה און קידושין	Mariage dans le judaïsme
פעטענהאז	Petneháza
גרויסוואשאן	Nagyvázsony
טאש	Nyírtass
אקסיסאל	Oxisol
Scalidophora	Scalidophora
שווער	Beau-père
סדר קדשים	Ordre Kodashim
תענית אסתר	Taanit Esther
פאיע	Ópályi
אנדרוגינוס	Intersexuation
קליאטשע	Jument
גארטן	Jardin
אוואד	Tabanus bovinus
עליסא	Elissa Khoury
ליטאני אקציע	Opération Litani
קאלינג קארד	Télécarte
בר אילן אוניווערסיטעט	Université Bar-Ilan
טריכאם	Trichome (botanique)
עשרת השבטים	Dix tribus perdues
דאו זשאונס	Dow Jones and Company
רשימה:גרינסן	Liste de légumes
דעסיידיאוס	Caduc
ידיעות אחרונות	Yediot Aharonot
געטריישאפט	Loyauté
גרינע ליניע	Ligne verte (Israël)
אבנר בן נר	Abner
פאנצערגלאז	Verre blindé
רעפארם יידנטום	Judaïsme réformé
כוש (זון פון חם)	Koush
שייטת 13	Shayetet 13
מורה נבוכים	Guide des égarés
שטאט אוניווערסיטעט פון ניו יארק	Université d'État de New York
עלעקטרישע זעג	Scie sauteuse
יואב בן צרויה	Joab
שול פון בעזאנסאן	Synagogue de Besançon
מעדיקעיד	Medicaid
נדר	Vœu
רעפובליקאנער פארטיי פון ארמעניע	Parti républicain d'Arménie
לבנון קרעפטן	Forces libanaises
פאפיר טייגער	Tigre de papier
נאכט העמד	Chemise de nuit
געפילטע פיש	Gefilte fish
לאבאנע	Lebné
מעריב (צייטונג)	Maariv (journal)
ישראל מיליטערישע אינדוסטריעס	Israel Military Industries
קארפאטארוס	Ruthénie subcarpathique
קוואדער	Pièce d'un quart de dollar américain
הייליגקייט	Sacré
אָראַ	Aura (parapsychologie)
בעדפארד סטייוועסענט	Bedford-Stuyvesant
שנאר	Collecte de fonds
אינגבער-וואסער	Ginger ale
MLB	Ligue majeure de baseball
מאפלער	Silencieux (mécanique)
דוד גאנז	David Gans
רעלאטיוו	Relatif
דוד וואלפסאן	David Wolffsohn
קבר דוד המלך	Tombeau de David
עיר דוד	Cité de David
מגדל דוד	Tour de David
מנוחת הנפש	Tranquillité
דעלטע (באדייטן)	Delta (homonymie)
מוסף	Moussaf
רובע היהודי	Quartier juif de la vieille ville de Jérusalem
כפר תבור	Kfar Tabor
נח"ל בריגאדע	Nahal
סליחות	Seli'hot
פארט אויטאריטי צענטראלער באס טערמינאל	Port Authority Bus Terminal
וועסט וויליזש	West Village
אפאזיציע	Opposition parlementaire
סדר מועד	Ordre Moëd
תרומה	Terouma
אליעזר	Éliézer
קאנאדער	Canadiens
װיקיפּעדיע:אמבאסאדע	Wikipédia:Ambassade
פארעסט הילס	Forest Hills (Queens)
עמבער אלערט	Alerte AMBER
דעצעמבער 2006	Décembre 2006
לויבן	Louange
שעפערדס בוש אונטערגרונט סטאנציע	Shepherd's Bush (métro de Londres)
קליינע שווארצע בוך	Les Ex de mon mec
ימי בין המצרים	Les trois semaines
ארום די וועלט אין 80 טעג	Le Tour du monde en quatre-vingts jours
דייטשע לענדער	Land (Allemagne)
צעטיילונג	Division
ראציאנאלע צאל	Nombre rationnel
פליפעלד	Aéroport
דוב בער פון מעזריטש	Dov Baer de Mezeritch
מחלוקת	Controverse
ספין	Spin doctor
אוניווערסיטעט פון סאנטיאגא פון טשילע	Université de Santiago
מסכת מגילה	Meguila (traité)
דאמבאוי	Dumbo (Brooklyn)
זוכן	Recherche
טרפון	Rabbi Tarfon
פאראנטווארטליכקייט	Responsabilité
שויס	Giron (anatomie)
אילינג קאמאן אונטערגרונט סטאנציע	Ealing Common (métro de Londres)
מזרח אקטאן אונטערגרונט סטאנציע	East Acton (métro de Londres)
נוטרים	Notrim
יציאת מצרים	Exode hors d'Égypte
דראדזש רעפארט	Drudge Report
מייקל סעוועזש	Michael Savage (commentateur)
מאראן	Jean Maron
שומרון	Samarie
עמערגענץ צימער	Accueil et traitement des urgences
אנקלאגע	Procès
קאמפיוטער נעצווערק	Réseau informatique
פרשת תולדות	Toledot
העפלה	Aliyah Bet
גולני בריגאדע	Brigade Golani
תלפיות	Talpiot
כל ישראל חברים	Alliance israélite universelle
דערציילונג	Récit
איינגאס	Golfe
מונינג	Mooning
גלאבאלע אפקילונג	Refroidissement climatique
כרמל טראגעדיע	Incendie du Carmel de 2010
פרשת מסעי	Massei
זעקל	Sac
גרענד דזשורי	Grand jury (droit)
רבי אלעזר הקליר	Eléazar Hakalir
טוקאן	Ramphastidae
אלעזר בן ערך	Eléazar ben Arakh
אלעזר אזכרי	Elazar Azikri
אליעזר בן הורקנוס	Eliezer ben Hyrcanos
אליהו גאלאמב	Eliyahou Golomb
אלימלך פון ליזשענסק	Elimelekh de Lijensk
Windows Meeting Space	Windows Meeting Space
אליהו דעסלער	Eliyahu Eliezer Dessler
ספא	Spa (nom commun)
מיכל	Mikhal
תוספתא	Tossefta
סטאמפארד ברוק אונטערגרונט סטאנציע	Stamford Brook (métro de Londres)
לייקענען	Déni
טשערעמאש טייך	Tcheremoch
פארזעצונג	Roman-feuilleton
פרירונג ברי	Gelure
שמואל שמעלקא הורוויץ (ניקאלשבורג)	Shmouel Shmelke Horowitz
ברוקלין באטאנישער גארטן	Jardin botanique de Brooklyn
אַגנעס מאָניקאַ	Agnes Monica
מערהייט	Vote à la majorité qualifiée
עירוב	Érouv
מערב אקטאן אונטערגרונט סטאנציע	West Acton (métro de Londres)
יידישע קאלאניזאציע אסאציאסיע	Jewish Colonization Association
קעש ביי דעליווערי	Contre-remboursement
סאנרעמא קאנפערענץ	Conférence de San Remo (1920)
משה פייגלין	Moshe Feiglin
וואשינגטאן הייטס	Washington Heights
קינג דייוויד האטעל	Hôtel King David
נארמאל	Normalité (comportement)
יעקב בן אשר	Yaakov ben Asher
ראסל סקווער אונטערגרונט סטאנציע	Russell Square (métro de Londres)
עקסאדוס	Exodus 1947
300 (נומער)	Nombres 300 à 399
יחזקאל לאנדא	Yehezqel Landau
אוריאל וויינרייך	Uriel Weinreich
פלוגות השדה	Fosh
רבי ישמעאל	Rabbi Ishmael
מלבי"ם	Malbim
יעקב יוסף פון פולנאה	Yaakov Yossef Hakohen de Polnoa
סאלאמאן שעכטער	Solomon Schechter
ריש לקיש	Rech Lakich
יצחק אייזיק הלוי הערצאג	Yitzhak HaLevi Herzog
מרדכי מקלף	Mordekhaï Maklef
שמואל דוד לוצאטו	Samuel David Luzzatto
מאיר פרוש	Meir Porush
לוי לעוויעוו	Lev Leviev
יהודה בר אלעאי	Juda bar Ilaï
משה פיינשטיין	Moshe Feinstein
יונה מעצגער	Yona Metzger
יעקב יצחק פון לובלין	Yaakov Yitzchak Horowitz
יהודה פען	Iouri Pen
רבי יוחנן נפחא	Yohanan bar Nappaha
עומר	Offrande de l’omer
יונתן בן עוזיאל	Yonathan ben Ouzziel
רבי נתן	Rabbi Nathan
רבן שמעון בן גמליאל	Shimon ben Gamliel II
יידישער אנטי פאשיסטישער קאמיטעט	Comité antifasciste juif
רבי מנחם עזריה	Menahem Azariah da Fano
ארעסט	Arrestation
קאַטעגאָריע:מענער	Catégorie:Homme
קאַטעגאָריע:דייטשלאנד	Catégorie:Allemagne
קאַטעגאָריע:איטאליע	Catégorie:Italie
קאַטעגאָריע:פאראייניגטע שטאטן	Catégorie:États-Unis
קאַטעגאָריע:רוסלאנד	Catégorie:Russie
קאַטעגאָריע:קאנאדע	Catégorie:Canada
קאַטעגאָריע:פאראייניקטע קעניגרייך	Catégorie:Royaume-Uni
