Afrika	Afrique
Kategorie:Land Rover	Catégorie:Land Rover
Kategorie:Gesondheid	Catégorie:Santé
Sjabloon:Gebruiker sl-1	Modèle:Utilisateur sl-1
Kategorie:Lens (Pas-de-Calais)	Catégorie:Lens (Pas-de-Calais)
Kategorie:Kasino's	Catégorie:Casino
Kategorie:Kanovaart	Catégorie:Canoë-kayak
Kategorie:Versekeringsreg	Catégorie:Droit des assurances
Kategorie:Historiese kontinente	Catégorie:Ancien continent
Kategorie:Fietsry	Catégorie:Cyclisme
Kategorie:Nedersettings in Maine	Catégorie:Ville du Maine
Sinenjongo Hoërskool	Lycée Sinenjongo
Kategorie:Buddy-rolprente	Catégorie:Buddy movie
Siya Kolisi	Siya Kolisi
Suid-Afrikaanse referendum van 1992	Référendum sur la fin de l'apartheid
Suid-Afrikaanse referendum van 1983	Référendum sur la constitution
Kategorie:Nasionale simbole van Nieu-Seeland	Catégorie:Symbole de la Nouvelle-Zélande
Kategorie:Nasionale simbole van Duitsland	Catégorie:Symbole de l'Allemagne
Kategorie:Nasionale simbole van België	Catégorie:Symbole de la Belgique
Kategorie:Nasionale simbole van die Verenigde Koninkryk	Catégorie:Symbole du Royaume-Uni
Kategorie:Christendom in Suid-Afrika	Catégorie:Christianisme en Afrique du Sud
Kategorie:Christendom in Duitsland	Catégorie:Christianisme en Allemagne
Kategorie:Christendom in Rusland	Catégorie:Christianisme en Russie
Kategorie:Christendom in die Verenigde State van Amerika	Catégorie:Christianisme aux États-Unis
Kategorie:Christendom in Pole	Catégorie:Christianisme en Pologne
Kategorie:Cheetahs rugbyspelers	Catégorie:Joueur des Central Cheetahs
Kategorie:Suidelike Oseaan	Catégorie:Océan Austral
Kategorie:Nasionale simbole van Suid-Afrika	Catégorie:Symbole de l'Afrique du Sud
Kategorie:Modernisme	Catégorie:Modernisme
Kategorie:Nasionale simbole van Frankryk	Catégorie:Symbole de la République française
Sjabloon:Liggingkaart Astrachan-oblast	Modèle:Géolocalisation/Oblast d'Astrakhan
Kategorie:Politieke organisasies in Suid-Afrika	Catégorie:Parti politique sud-africain
Kategorie:Politieke partye in Nederland	Catégorie:Parti politique néerlandais
Kategorie:Predikante	Catégorie:Ministre chrétien
Kategorie:Politieke partye in Kanada	Catégorie:Parti politique canadien
Kategorie:Politieke partye in Frankryk	Catégorie:Parti politique français
Kategorie:Nasionale simbole van Australië	Catégorie:Symbole de l'Australie
Kategorie:Politieke partye in Hongarye	Catégorie:Parti politique hongrois
Sjabloon:Landdata Spanje	Modèle:Country data Espagne
Sjabloon:Liggingkaart Brjansk-oblast	Modèle:Géolocalisation/Oblast de Briansk
Sjabloon:Liggingkaart Boerjatië	Modèle:Géolocalisation/Bouriatie
Sjabloon:Liggingkaart Adigea	Modèle:Géolocalisation/Adyguée
Kategorie:Russiese argitektuur	Catégorie:Architecture en Russie
Kategorie:Geboue in Suid-Afrika	Catégorie:Monument en Afrique du Sud
Kategorie:Geboue in Noorweë	Catégorie:Monument en Norvège
Kategorie:Geboue in Rusland	Catégorie:Bâtiment en Russie
Kategorie:Geboue in Azerbeidjan	Catégorie:Monument en Azerbaïdjan
Kategorie:Geboue in die Verenigde Koninkryk	Catégorie:Bâtiment au Royaume-Uni
Kategorie:Geboue en strukture in Egipte	Catégorie:Monument en Égypte
Kategorie:Brûe in Duitsland	Catégorie:Pont en Allemagne
Kategorie:Brûe in Portugal	Catégorie:Pont au Portugal
Kategorie:Brûe in Frankryk	Catégorie:Pont en France
Kategorie:Kastele in Frankryk	Catégorie:Château fort en France
Kategorie:Gebruiker diq	Catégorie:Utilisateur diq
Sjabloon:Liggingkaart Swerdlofsk-oblast	Modèle:Géolocalisation/Oblast de Sverdlovsk
Kategorie:Russiese draaiboekskrywers	Catégorie:Scénariste russe
Kategorie:Namibiese akteurs	Catégorie:Acteur namibien
St Georges Terrace	St Georges Terrace
Kategorie:Finse albums	Catégorie:Album de musique finlandais
Sjabloon:Gebruiker info	Modèle:Info utilisateur
Kategorie:Afrikaners	Catégorie:Afrikaner
Sjabloon:Landdata Kanada	Modèle:Country data Canada
Kategorie:Albums	Catégorie:Album de musique
Sjabloon:Cite pmid	Modèle:Lien PMID
Sjabloon:Bewaringstatus	Modèle:Palette Statut de conservation
Kategorie:Brasiliaanse sokkerklubs	Catégorie:Club brésilien de football
Kategorie:Russiese sokkerklubs	Catégorie:Club russe de football
Sjabloon:Koördinate/des2dms	Modèle:Coord/dec2dms
Sjabloon:Vlag	Modèle:Pays
Sjabloon:Landdata Anguilla	Modèle:Country data Anguilla
Sjabloon:Landdata Barbados	Modèle:Country data Barbade
Sjabloon:Landdata Bermuda	Modèle:Country data Bermudes
Sjabloon:Landdata Bonaire	Modèle:Country data Bonaire
Sjabloon:Landdata Brits-Maagde-eilande	Modèle:Country data Îles Vierges britanniques
Sjabloon:Landdata Bretagne	Modèle:Country data Bretagne
Sjabloon:Landdata Burma	Modèle:Country data Birmanie
Sjabloon:Landdata Kanariese Eilande	Modèle:Country data Îles Canaries
Sjabloon:Landdata Cocos (Keeling)-eilande	Modèle:Country data Îles Cocos
Sjabloon:Landdata Gemenebes van Onafhanklike State	Modèle:Country data Communauté des États indépendants
Sjabloon:Landdata Cornwall	Modèle:Country data Cornouailles
Sjabloon:Landdata Curaçao	Modèle:Country data Curaçao
Sjabloon:Landdata Gibraltar	Modèle:Country data Gibraltar
Sjabloon:Landdata Guernsey	Modèle:Country data Guernesey
Sjabloon:Landdata Eiland Man	Modèle:Country data Île de Man
Sjabloon:Landdata Jersey	Modèle:Country data Jersey
Sjabloon:Landdata Jordanië	Modèle:Country data Jordanie
Sjabloon:Landdata Kirgisië	Modèle:Country data Kirghizistan
Sjabloon:Landdata Lesotho	Modèle:Country data Lesotho
Sjabloon:Landdata Liberië	Modèle:Country data Liberia
Sjabloon:Landdata Malawi	Modèle:Country data Malawi
Sjabloon:Landdata Maledive-eilande	Modèle:Country data Maldives
Sjabloon:Landdata Martinique	Modèle:Country data Martinique
Sjabloon:Landdata Melilla	Modèle:Country data Melilla
Sjabloon:Landdata Mongolië	Modèle:Country data Mongolie
Sjabloon:Landdata Nagorno-Karabach	Modèle:Country data Haut-Karabagh
Sjabloon:Landdata Nederlands-Antille	Modèle:Country data Antilles néerlandaises
Sjabloon:Landdata Niger	Modèle:Country data Niger
Sjabloon:Landdata Noord-Jemen	Modèle:Country data République arabe du Yémen
Sjabloon:Landdata Puerto Rico	Modèle:Country data Porto Rico
Sjabloon:Landdata Rwanda	Modèle:Country data Rwanda
Sjabloon:Landdata Réunion	Modèle:Country data La Réunion
Sjabloon:Landdata Rhodesië	Modèle:Country data Rhodésie
Sjabloon:Landdata Sint Helena	Modèle:Country data Île Sainte-Hélène
Sjabloon:Landdata Sint Lucia	Modèle:Country data Sainte-Lucie
Sjabloon:Landdata Saint-Pierre en Miquelon	Modèle:Country data Saint-Pierre-et-Miquelon
Sjabloon:Landdata Sierra Leone	Modèle:Country data Sierra Leone
Sjabloon:Landdata Sint Maarten	Modèle:Country data Sint Maarten
Sjabloon:Landdata Suid-Jemen	Modèle:Country data République démocratique populaire du Yémen
Kategorie:Gebruiker Wikipedia/Firefox	Catégorie:Utilisateur Firefox
Sjabloon:Landdata Suriname	Modèle:Country data Suriname
Sjabloon:Landdata Sirië	Modèle:Country data Syrie
Sjabloon:Landdata São Tomé en Principe	Modèle:Country data Sao Tomé-et-Principe
Sjabloon:Landdata Tasmanië	Modèle:Country data Tasmanie
Sjabloon:Landdata Tokelau	Modèle:Country data Tokelau
Sjabloon:Landdata Singapoer	Modèle:Country data Singapour
Sjabloon:Landdata Transnistrië	Modèle:Country data Transnistrie
Sjabloon:Landdata Tristan da Cunha	Modèle:Country data Tristan da Cunha
Sjabloon:Landdata Turks- en Caicoseilande	Modèle:Country data Îles Turques-et-Caïques
Sjabloon:Landdata Uganda	Modèle:Country data Ouganda
Sjabloon:Landdata Verenigde Nasies	Modèle:Country data Organisation des Nations unies
Sjabloon:Landdata Bo-Volta	Modèle:Country data Haute-Volta
Sjabloon:Landdata Vanuatu	Modèle:Country data Vanuatu
Sjabloon:Landdata Jemen	Modèle:Country data Yémen
Sjabloon:Landdata Zambië	Modèle:Country data Zambie
Sjabloon:Landdata Åland	Modèle:Country data Îles Åland
Kategorie:Enschede	Catégorie:Enschede
Kategorie:Russiese media	Catégorie:Presse écrite en russe
Kategorie:Saint-Barthélemy	Catégorie:Saint-Barthélemy
Sjabloon:Landdata Eritrea	Modèle:Country data Érythrée
Sjina	China
Sjabloon:Gebruiker pl-3	Modèle:Utilisateur pl-3
Sjabloon:Gebruiker pl-4	Modèle:Utilisateur pl-4
Kategorie:Duitse stadsbeplanners	Catégorie:Urbaniste allemand
Kategorie:Olimpiese gode	Catégorie:Divinité olympienne
Kategorie:Litause kunstenaars	Catégorie:Artiste lituanien
Kategorie:Suid-Afrikaanse diplomate	Catégorie:Diplomate sud-africain
Kategorie:Réunion	Catégorie:La Réunion
Kategorie:Skotse dramaturge	Catégorie:Dramaturge écossais
Kategorie:Provinsies van Spanje	Catégorie:Province d'Espagne
Kategorie:Sokkerspelers van die Coritiba-sokkerklub	Catégorie:Joueur du Coritiba Foot Ball Club
Kategorie:Franse advokate	Catégorie:Avocat français
Kategorie:Vlaandere	Catégorie:Flandre
Sjabloon:Liggingkaart Wolgograd-oblast	Modèle:Géolocalisation/Oblast de Volgograd
Kategorie:Federale Distrik van Brasilië	Catégorie:District fédéral brésilien
The Showgrounds	The Showgrounds (Newry)
Kategorie:Geskiedenis van telekommunikasie	Catégorie:Histoire des télécommunications
Kategorie:Litause musici	Catégorie:Musicien lituanien
Kategorie:Fisiologie	Catégorie:Physiologie
Kategorie:Zoeloekonings	Catégorie:Roi zoulou
Kategorie:Witogies	Catégorie:Zosteropidae
Kategorie:Zimbabwiese joernaliste	Catégorie:Journaliste zimbabwéen
Kategorie:Munisipaliteite in Oos-Vlaandere	Catégorie:Commune de la province de Flandre-Orientale
Kategorie:Munisipaliteite in Luik (provinsie)	Catégorie:Commune de la province de Liège
Kategorie:Munisipaliteite in Luxemburg (provinsie)	Catégorie:Commune de la province de Luxembourg
Kategorie:Munisipaliteite in Namen (provinsie)	Catégorie:Commune de la province de Namur
Kategorie:Munisipaliteite in Hainaut	Catégorie:Commune de la province de Hainaut
Kategorie:Yslandse komponiste	Catégorie:Compositeur islandais
Kategorie:Vandaalse konings	Catégorie:Roi des Vandales
Kategorie:Bedevaartsoorde in Litaue	Catégorie:Édifice religieux en Lituanie
Handgeweer	Arme de poing
Kategorie:Sweedse platemaatskappye	Catégorie:Label de musique suédois
Kategorie:Azawad	Catégorie:Azawad
Sjabloon:Liggingkaart Perm-krai	Modèle:Géolocalisation/Kraï de Perm
Trojany	Trojany (Mazovie)
Kategorie:William Shakespeare	Catégorie:William Shakespeare
Sjabloon:Superrugby	Modèle:Palette Super 15
Kategorie:Azerbeidjanse musiekgroepe	Catégorie:Groupe de musique azéri
Kategorie:Vryheidsoorloë	Catégorie:Guerre des Boers
Kategorie:Musieksjablone	Catégorie:Modèle musique
Kategorie:Politieke reekssjablone	Catégorie:Palette Politique
Sjabloon:Gebruiker an-1	Modèle:Utilisateur an-1
Kategorie:Noordelike Gebied	Catégorie:Territoire du Nord
Umeå Designinstituut	Umeå Institute of Design
Kategorie:Sokkerligas	Catégorie:Coupe de la Ligue de football
Kategorie:Regio's van Senegal	Catégorie:Région du Sénégal
Kategorie:Sorbiese skrywers	Catégorie:Écrivain sorabe
Kategorie:Engels	Catégorie:Langue anglaise
Kategorie:Essen	Catégorie:Essen
Kategorie:Engelse kunstenaars	Catégorie:Artiste anglais
Kategorie:Britse kunstenaars	Catégorie:Artiste britannique
Kategorie:Oldenburg	Catégorie:Oldenbourg
Kategorie:Drukkers	Catégorie:Imprimeur
Västerbottens Folkblad	Västerbottens Folkblad
Kategorie:Damme van Suid-Afrika	Catégorie:Barrage en Afrique du Sud
Kategorie:Åland	Catégorie:Åland
Kategorie:Nedersettings langs die Middellandse See	Catégorie:Ville portuaire de la mer Méditerranée
Kategorie:Dieretuine	Catégorie:Parc zoologique
Kategorie:Zanzibar	Catégorie:Zanzibar
Grieks-Ortodokse Kerk	Église grecque orthodoxe
Sjabloon:Inligtingskas Kleur	Modèle:Infobox Couleur
Kategorie:Vlaamse digters	Catégorie:Poète flamand
Kategorie:Presidente van Zambië	Catégorie:Président de la Zambie
Kategorie:IOK-voorsitters	Catégorie:Président du Comité international olympique
Kategorie:Eerste Ministers van Suid-Afrika	Catégorie:Premier ministre d'Afrique du Sud
Kategorie:Liverpool	Catégorie:Liverpool
Kategorie:Komponiste	Catégorie:Compositeur
Kategorie:Nedersettings in Oostenryk	Catégorie:Localité d'Autriche
Willie le Roux	Willie le Roux
Kategorie:Engelse rugbyspelers	Catégorie:Joueur anglais de rugby à XV
Kategorie:Suid-Afrikaanse rugbyspelers	Catégorie:Joueur sud-africain de rugby à XV
Kategorie:Etnografiese geweste van Litaue	Catégorie:Région de Lituanie
Woolworths	Woolworths (Afrique du Sud)
Kategorie:Geskiedenis van Noorweë	Catégorie:Histoire de la Norvège
Yatela Goudmyn	Mine de Yatela
Sjabloon:Liggingkaart Lipetsk-oblast	Modèle:Géolocalisation/Oblast de Lipetsk
Kategorie:Lande in Asië	Catégorie:Pays d'Asie
Kategorie:IUBN Rooilys uitgestorwe spesies	Catégorie:Statut UICN Éteint
Zabalaza Anargistiese Kommunistiese Front	Zabalaza Anarchist Communist Front
Saampersbaarheid	Compressibilité
Sjabloon:Japan-saadjie	Modèle:Ébauche/paramètres Japon
Sjabloon:Deense monarge	Modèle:Palette Monarques de Danemark
Ásgeir	Ásgeir Trausti
Sjabloon:HR-diagram	Modèle:Starnav
Sjabloon:Sterre	Modèle:Palette Étoile
Kategorie:Wolwe	Catégorie:Canis lupus
Kategorie:Wolfsburg	Catégorie:Wolfsbourg
Kategorie:Italiaanse kunstenaars	Catégorie:Artiste italien
Sjabloon:Ruslandsaadjie	Modèle:Ébauche/paramètres Russie
Sjabloon:Gestoorde boek	Modèle:Livre sauvegardé
Kategorie:Grense	Catégorie:Frontière
Kategorie:Wikipediërs in die Verenigde Koninkryk	Catégorie:Utilisateur habite Royaume-Uni
Kategorie:Wikipediërs in Nederland	Catégorie:Utilisateur habite Pays-Bas
Kategorie:Wikipediane in Suid-Afrika	Catégorie:Utilisateur habite Afrique du Sud
Sjabloon:Hoeveel portale	Modèle:Nombre de portails
Kategorie:Wikipediërs in Bulgarye	Catégorie:Utilisateur habite Bulgarie
Kategorie:Wikipediërs in België	Catégorie:Utilisateur habite Belgique
Sjabloon:Egipgode	Modèle:Palette Divinités de l'Égypte antique
Sjabloon:Messier	Modèle:Palette Catalogue Messier
Sjabloon:Zu	Modèle:Zu
Sjabloon:Zh-cn	Modèle:Zh-hans
Sjabloon:Xh	Modèle:Xh
Kategorie:16de eeuse wiskundiges	Catégorie:Mathématicien du XVIe siècle
Sjabloon:Gebruiker sr-3	Modèle:Utilisateur sr-3
Objektieflens	Objectif optique
Sjabloon:Gebruiker sco-2	Modèle:Utilisateur sco-2
Sjabloon:Gebruiker scn-1	Modèle:Utilisateur scn-1
Sjabloon:Gebruiker sa-3	Modèle:Utilisateur sa-3
Sjabloon:Gebruiker nds-3	Modèle:Utilisateur nds-3
Kategorie:17de eeuse wiskundiges	Catégorie:Mathématicien du XVIIe siècle
Sjabloon:Gebruiker kk	Modèle:Utilisateur kk
Sjabloon:Gebruiker ka-2	Modèle:Utilisateur ka-2
Sjabloon:Gebruiker ka-0	Modèle:Utilisateur ka-0
Sjabloon:Gebruiker hi-2	Modèle:Utilisateur hi-2
Sjabloon:Gebruiker grc-2	Modèle:Utilisateur grc-2
Sjabloon:Gebruiker fy-3	Modèle:Utilisateur fy-3
Sjabloon:Gebruiker fi-4	Modèle:Utilisateur fi-4
Sjabloon:Gebruiker el-4	Modèle:Utilisateur el-4
Sjabloon:Gebruiker el-3	Modèle:Utilisateur el-3
Sjabloon:Gebruiker cs-4	Modèle:Utilisateur cs-4
Sjabloon:Gebruiker bs-3	Modèle:Utilisateur bs-3
Sjabloon:Gebruiker bg-4	Modèle:Utilisateur bg-4
Sjabloon:Gebruiker bg-3	Modèle:Utilisateur bg-3
Sjabloon:Gebruiker bg-2	Modèle:Utilisateur bg-2
Sjabloon:Gebruiker be-3	Modèle:Utilisateur be-3
Sjabloon:Suboff	Modèle:Suboff
Sjabloon:Rooikaart	Modèle:Sent off
Sjabloon:SLV	Modèle:Salvador
Sjabloon:Nav book tool	Modèle:Navigation livres
Sjabloon:Liggingkaart Jaroslawl-oblast	Modèle:Géolocalisation/Oblast de Iaroslavl
Sjabloon:Liggingkaart Jamalië	Modèle:Géolocalisation/Iamalie
Sjabloon:Liggingkaart Woronezj-oblast	Modèle:Géolocalisation/Oblast de Voronej
Sjabloon:Liggingkaart Wologda-oblast	Modèle:Géolocalisation/Oblast de Vologda
Sjabloon:Liggingkaart Wladimir-oblast	Modèle:Géolocalisation/Oblast de Vladimir
Sjabloon:Liggingkaart Oedmoertië	Modèle:Géolocalisation/Oudmourtie
Sjabloon:Liggingkaart Twer-oblast	Modèle:Géolocalisation/Oblast de Tver
Sjabloon:Liggingkaart Tomsk-oblast	Modèle:Géolocalisation/Oblast de Tomsk
Sjabloon:Liggingkaart Tambof-oblast	Modèle:Géolocalisation/Oblast de Tambov
Sjabloon:Liggingkaart Smolensk-oblast	Modèle:Géolocalisation/Oblast de Smolensk
Sjabloon:Liggingkaart Saratof-oblast	Modèle:Géolocalisation/Oblast de Saratov
Sjabloon:Liggingkaart Samara-oblast	Modèle:Géolocalisation/Oblast de Samara
Sjabloon:Liggingkaart Rusland Sachalin-oblast	Modèle:Géolocalisation/Oblast de Sakhaline
Sjabloon:Liggingkaart Rostof-oblast	Modèle:Géolocalisation/Oblast de Rostov
Sjabloon:Liggingkaart Primorski-krai	Modèle:Géolocalisation/Kraï du Primorie
Sjabloon:Liggingkaart Penza-oblast	Modèle:Géolocalisation/Oblast de Penza
Sjabloon:Liggingkaart Nowgorod-oblast	Modèle:Géolocalisation/Oblast de Novgorod
Sjabloon:Liggingkaart Noord-Ossetië	Modèle:Géolocalisation/Ossétie-du-Nord-Alanie
Sjabloon:Liggingkaart Mordowië	Modèle:Géolocalisation/Mordovie
Sjabloon:Liggingkaart Koersk-oblast	Modèle:Géolocalisation/Oblast de Koursk
Sjabloon:Liggingkaart Koergan-oblast	Modèle:Géolocalisation/Oblast de Kourgan
Sjabloon:Liggingkaart Rusland Krasnojarsk-krai	Modèle:Géolocalisation/Kraï de Krasnoïarsk
Sjabloon:Liggingkaart Kostroma-oblast	Modèle:Géolocalisation/Oblast de Kostroma
Sjabloon:Liggingkaart Republiek van Komi	Modèle:Géolocalisation/République des Komis
Sjabloon:Liggingkaart Kirof-oblast	Modèle:Géolocalisation/Oblast de Kirov
Sjabloon:Liggingkaart Chanto-Mansië	Modèle:Géolocalisation/Khantys-Mansis
Sjabloon:Liggingkaart Chakassië	Modèle:Géolocalisation/Khakassie
Sjabloon:Liggingkaart Kemerowo-oblast	Modèle:Géolocalisation/Oblast de Kemerovo
Sjabloon:Liggingkaart Kaloega-oblast	Modèle:Géolocalisation/Oblast de Kalouga
Sjabloon:Liggingkaart Kalmikië	Modèle:Géolocalisation/Kalmoukie
Sjabloon:Liggingkaart Dagestan	Modèle:Géolocalisation/Daguestan
Sjabloon:Liggingkaart Tsjoewasjië	Modèle:Géolocalisation/Tchouvachie
Sjabloon:Liggingkaart Basjkortostan	Modèle:Géolocalisation/Bachkirie
Kategorie:18de eeuse wiskundiges	Catégorie:Mathématicien du XVIIIe siècle
Kategorie:Kriptograwe	Catégorie:Cryptologue
Sjabloon:Lang-gd	Modèle:En gaélique écossais
Kategorie:Sport in 1930	Catégorie:1930 en sport
Kategorie:Las Vegas	Catégorie:Las Vegas
Kategorie:Vinwalvisse	Catégorie:Balaenopteridae
Kategorie:Sport in 1934	Catégorie:1934 en sport
Kategorie:Sport in 1938	Catégorie:1938 en sport
Kategorie:Walliese wetenskaplikes	Catégorie:Scientifique gallois
Kategorie:Sport in 1942	Catégorie:1942 en sport
Sjabloon:HND	Modèle:Honduras
Menoitios	Ménétios (Titan)
Sjabloon:Fo	Modèle:Fo
Sjabloon:DiseasesDB2	Modèle:DiseasesDB
Kategorie:Walliese komponiste	Catégorie:Compositeur gallois
Kategorie:Sport in 1950	Catégorie:1950 en sport
Kategorie:Wellington	Catégorie:Wellington
Sjabloon:Landdata Saarland	Modèle:Country data Land de Sarre
Kategorie:Sport in 1954	Catégorie:1954 en sport
Sjabloon:Landdata Ceuta	Modèle:Country data Ceuta
Sjabloon:Landdata Brits-Honduras	Modèle:Country data Honduras britannique
Sjabloon:Bn	Modèle:Bn
Kategorie:Televisiekanale	Catégorie:Chaîne de télévision
Kategorie:Sport in 1958	Catégorie:1958 en sport
Kategorie:Sport in 1960	Catégorie:1960 en sport
Kategorie:Sport in 1962	Catégorie:1962 en sport
Kategorie:Sport in 1964	Catégorie:1964 en sport
Kategorie:Sport in 1966	Catégorie:1966 en sport
Kategorie:Sport in 1968	Catégorie:1968 en sport
Kategorie:Sport in 1970	Catégorie:1970 en sport
Kategorie:Sport in 1972	Catégorie:1972 en sport
Kategorie:Sport in 1974	Catégorie:1974 en sport
Kategorie:Sport in 1976	Catégorie:1976 en sport
Sjabloon:Gebruiker ro-3	Modèle:Utilisateur ro-3
Kategorie:Muishonde	Catégorie:Herpestidae
Sjabloon:Gebruiker nds-4	Modèle:Utilisateur nds-4
Kategorie:Sport in 1978	Catégorie:1978 en sport
Kategorie:Sport in 1982	Catégorie:1982 en sport
